sample;time;position_x;position_y;position_z
548;9.116666670000001;-0.111697;1.4037952;-0.214548
549;9.133333329999999;-0.111697;1.4037952;-0.214548
550;9.15;-0.111697;1.4037952;-0.214548
551;9.16666667;-0.111697;1.4037952;-0.214548
552;9.18333333;-0.111697;1.4037952;-0.214548
553;9.199999999999999;-0.111697;1.4037952;-0.214548
554;9.21666667;-0.111697;1.4037952;-0.214548
555;9.233333330000001;-0.111697;1.4037952;-0.214548
556;9.25;-0.111697;1.4037952;-0.214548
557;9.266666669999999;-0.111697;1.4037952;-0.214548
558;9.28333333;-0.111697;1.4037952;-0.214548
559;9.300000000000001;-0.111697;1.4037952;-0.214548
560;9.31666667;-0.111697;1.4037952;-0.214548
561;9.33333333;-0.111697;1.4037952;-0.214548
562;9.35;-0.111697;1.4037952;-0.214548
563;9.366666670000001;-0.111697;1.4037952;-0.214548
564;9.383333329999999;-0.111697;1.4037952;-0.214548
565;9.4;-0.111697;1.4037952;-0.214548
566;9.41666667;-0.111697;1.4037952;-0.214548
567;9.43333333;-0.111697;1.4037952;-0.214548
568;9.449999999999999;-0.111697;1.4037952;-0.214548
569;9.46666667;-0.111697;1.4037952;-0.214548
570;9.483333330000001;-0.111697;1.4037952;-0.214548
571;9.5;-0.111697;1.4037952;-0.214548
572;9.516666669999999;-0.111697;1.4037952;-0.214548
573;9.53333333;-0.111697;1.4037952;-0.214548
574;9.550000000000001;-0.111697;1.4037952;-0.214548
575;9.56666667;-0.111697;1.4037952;-0.214548
576;9.58333333;-0.111697;1.4037952;-0.214548
577;9.6;-0.111697;1.4037952;-0.214548
578;9.616666670000001;-0.111697;1.4037952;-0.214548
579;9.633333329999999;-0.111697;1.4037952;-0.214548
580;9.65;-0.111697;1.4037952;-0.214548
581;9.66666667;-0.111697;1.4037952;-0.214548
582;9.68333333;-0.111697;1.4037952;-0.214548
583;9.699999999999999;-0.111697;1.4037952;-0.214548
584;9.71666667;-0.111697;1.4037952;-0.214548
585;9.733333330000001;-0.111697;1.4037952;-0.214548
586;9.75;-0.111697;1.4037952;-0.214548
587;9.766666669999999;-0.111697;1.4037952;-0.214548
588;9.78333333;-0.111697;1.4037952;-0.214548
589;9.800000000000001;-0.111697;1.4037952;-0.214548
590;9.81666667;-0.111697;1.4037952;-0.214548
591;9.83333333;-0.111697;1.4037952;-0.214548
592;9.85;-0.111697;1.4037952;-0.214548
593;9.866666670000001;-0.111697;1.4037952;-0.214548
594;9.883333329999999;-0.111697;1.4037952;-0.214548
595;9.9;-0.111697;1.4037952;-0.214548
596;9.91666667;-0.111697;1.4037952;-0.214548
597;9.93333333;-0.111697;1.4037952;-0.214548
598;9.949999999999999;-0.111697;1.4037952;-0.214548
599;9.96666667;-0.111697;1.4037952;-0.214548
600;9.983333330000001;-0.111697;1.4037952;-0.214548
601;10;-0.111697;1.4037952;-0.214548
602;10.01666667;-0.111697;1.4037952;-0.214548
603;10.03333333;-0.111697;1.4037952;-0.214548
604;10.05;-0.111697;1.4037952;-0.214548
605;10.06666667;-0.111697;1.4037952;-0.214548
606;10.08333333;-0.111697;1.4037952;-0.214548
607;10.1;-0.111697;1.4037952;-0.214548
608;10.11666667;-0.111697;1.4037952;-0.214548
609;10.13333333;-0.111697;1.4037952;-0.214548
610;10.15;-0.111697;1.4037952;-0.214548
611;10.16666667;-0.111697;1.4037952;-0.214548
612;10.18333333;-0.111697;1.4037952;-0.214548
613;10.2;-0.111697;1.4037952;-0.214548
614;10.21666667;-0.111697;1.4037952;-0.214548
615;10.23333333;-0.111697;1.4037952;-0.214548
616;10.25;-0.111697;1.4037952;-0.214548
617;10.26666667;-0.111697;1.4037952;-0.214548
618;10.28333333;-0.111697;1.4037952;-0.214548
619;10.3;-0.111697;1.4037952;-0.214548
620;10.31666667;-0.111697;1.4037952;-0.214548
621;10.33333333;-0.111697;1.4037952;-0.214548
622;10.35;-0.111697;1.4037952;-0.214548
623;10.36666667;-0.111697;1.4037952;-0.214548
624;10.38333333;-0.111697;1.4037952;-0.214548
625;10.4;-0.111697;1.4037952;-0.214548
626;10.41666667;-0.111697;1.4037952;-0.214548
627;10.43333333;-0.111697;1.4037952;-0.214548
628;10.45;-0.111697;1.4037952;-0.214548
629;10.46666667;-0.111697;1.4037952;-0.214548
630;10.48333333;-0.111697;1.4037952;-0.214548
631;10.5;-0.111697;1.4037952;-0.214548
632;10.51666667;-0.111697;1.4037952;-0.214548
633;10.53333333;-0.111697;1.4037952;-0.214548
634;10.55;-0.111697;1.4037952;-0.214548
635;10.56666667;-0.111697;1.4037952;-0.214548
636;10.58333333;-0.111697;1.4037952;-0.214548
637;10.6;-0.111697;1.4037952;-0.214548
638;10.61666667;-0.111697;1.4037952;-0.214548
639;10.63333333;-0.111697;1.4037952;-0.214548
640;10.65;-0.111697;1.4037952;-0.214548
641;10.66666667;-0.111697;1.4037952;-0.214548
642;10.68333333;-0.111697;1.4037952;-0.214548
643;10.7;-0.111697;1.4037952;-0.214548
644;10.71666667;-0.111697;1.4037952;-0.214548
645;10.73333333;-0.111697;1.4037952;-0.214548
646;10.75;-0.111697;1.4037952;-0.214548
647;10.76666667;-0.111697;1.4037952;-0.214548
648;10.78333333;-0.111697;1.4037952;-0.214548
649;10.8;-0.111697;1.4037952;-0.214548
650;10.81666667;-0.111697;1.4037952;-0.214548
651;10.83333333;-0.111697;1.4037952;-0.214548
652;10.85;-0.111697;1.4037952;-0.214548
653;10.86666667;-0.111697;1.4037952;-0.214548
654;10.88333333;-0.111697;1.4037952;-0.214548
655;10.9;-0.111697;1.4037952;-0.214548
656;10.91666667;-0.111697;1.4037952;-0.214548
657;10.93333333;-0.111697;1.4037952;-0.214548
658;10.95;-0.111697;1.4037952;-0.214548
659;10.96666667;-0.111697;1.4037952;-0.214548
660;10.98333333;-0.111697;1.4037952;-0.214548
661;11;-0.111697;1.4037952;-0.214548
662;11.01666667;-0.111697;1.4037952;-0.214548
663;11.03333333;-0.111697;1.4037952;-0.214548
664;11.05;-0.111697;1.4037952;-0.214548
665;11.06666667;-0.111697;1.4037952;-0.214548
666;11.08333333;-0.111697;1.4037952;-0.214548
667;11.1;-0.111697;1.4037952;-0.214548
668;11.11666667;-0.111697;1.4037952;-0.214548
669;11.13333333;-0.111697;1.4037952;-0.214548
670;11.15;-0.111697;1.4037952;-0.214548
671;11.16666667;-0.111697;1.4037952;-0.214548
672;11.18333333;-0.111697;1.4037952;-0.214548
673;11.2;-0.111697;1.4037952;-0.214548
674;11.21666667;-0.111697;1.4037952;-0.214548
675;11.23333333;-0.111697;1.4037952;-0.214548
676;11.25;-0.111697;1.4037952;-0.214548
677;11.26666667;-0.111697;1.4037952;-0.214548
678;11.28333333;-0.111697;1.4037952;-0.214548
679;11.3;-0.111697;1.4037952;-0.214548
680;11.31666667;-0.111697;1.4037952;-0.214548
681;11.33333333;-0.111697;1.4037952;-0.214548
682;11.35;-0.111697;1.4037952;-0.214548
683;11.36666667;-0.111697;1.4037952;-0.214548
684;11.38333333;-0.111697;1.4037952;-0.214548
685;11.4;-0.111697;1.4037952;-0.214548
686;11.41666667;-0.111697;1.4037952;-0.214548
687;11.43333333;-0.111697;1.4037952;-0.214548
688;11.45;-0.111697;1.4037952;-0.214548
689;11.46666667;-0.111697;1.4037952;-0.214548
690;11.48333333;-0.111697;1.4037952;-0.214548
691;11.5;-0.111697;1.4037952;-0.214548
692;11.51666667;-0.111697;1.4037952;-0.214548
693;11.53333333;-0.111697;1.4037952;-0.214548
694;11.55;-0.111697;1.4037952;-0.214548
695;11.56666667;-0.111697;1.4037952;-0.214548
696;11.58333333;-0.111697;1.4037952;-0.214548
697;11.6;-0.111697;1.4037952;-0.214548
698;11.61666667;-0.111697;1.4037952;-0.214548
699;11.63333333;-0.111697;1.4037952;-0.214548
700;11.65;-0.111697;1.4037952;-0.214548
701;11.66666667;-0.111697;1.4037952;-0.214548
702;11.68333333;-0.111697;1.4037952;-0.214548
703;11.7;-0.111697;1.4037952;-0.214548
704;11.71666667;-0.111697;1.4037952;-0.214548
705;11.73333333;-0.111697;1.4037952;-0.214548
706;11.75;-0.111697;1.4037952;-0.214548
707;11.76666667;-0.111697;1.4037952;-0.214548
708;11.78333333;-0.111697;1.4037952;-0.214548
709;11.8;-0.111697;1.4037952;-0.214548
710;11.81666667;-0.111697;1.4037952;-0.214548
711;11.83333333;-0.111697;1.4037952;-0.214548
712;11.85;-0.111697;1.4037952;-0.214548
713;11.86666667;-0.111697;1.4037952;-0.214548
714;11.88333333;-0.111697;1.4037952;-0.214548
715;11.9;-0.111697;1.4037952;-0.214548
716;11.91666667;-0.111697;1.4037952;-0.214548
717;11.93333333;-0.111697;1.4037952;-0.214548
718;11.95;-0.111697;1.4037952;-0.214548
719;11.96666667;-0.111697;1.4037952;-0.214548
720;11.98333333;-0.111697;1.4037952;-0.214548
721;12;-0.111697;1.4037952;-0.214548
722;12.01666667;-0.111697;1.4037952;-0.214548
723;12.03333333;-0.111697;1.4037952;-0.214548
724;12.05;-0.111697;1.4037952;-0.214548
725;12.06666667;-0.111697;1.4037952;-0.214548
726;12.08333333;-0.111697;1.4037952;-0.214548
727;12.1;-0.111697;1.4037952;-0.214548
728;12.11666667;-0.111697;1.4037952;-0.214548
729;12.13333333;-0.111697;1.4037952;-0.214548
730;12.15;-0.111697;1.4037952;-0.214548
731;12.16666667;-0.111697;1.4037952;-0.214548
732;12.18333333;-0.111697;1.4037952;-0.214548
733;12.2;-0.111697;1.4037952;-0.214548
734;12.21666667;-0.111697;1.4037952;-0.214548
735;12.23333333;-0.111697;1.4037952;-0.214548
736;12.25;-0.111697;1.4037952;-0.214548
737;12.26666667;-0.111697;1.4037952;-0.214548
738;12.28333333;-0.111697;1.4037952;-0.214548
739;12.3;-0.111697;1.4037952;-0.214548
740;12.31666667;-0.111697;1.4037952;-0.214548
741;12.33333333;-0.111697;1.4037952;-0.214548
742;12.35;-0.111697;1.4037952;-0.214548
743;12.36666667;-0.111697;1.4037952;-0.214548
744;12.38333333;-0.111697;1.4037952;-0.214548
745;12.4;-0.111697;1.4037952;-0.214548
746;12.41666667;-0.111697;1.4037952;-0.214548
747;12.43333333;-0.111697;1.4037952;-0.214548
748;12.45;-0.111697;1.4037952;-0.214548
749;12.46666667;-0.111697;1.4037952;-0.214548
750;12.48333333;-0.111697;1.4037952;-0.214548
751;12.5;-0.111697;1.4037952;-0.214548
752;12.51666667;-0.111697;1.4037952;-0.214548
753;12.53333333;-0.111697;1.4037952;-0.214548
754;12.55;-0.111697;1.4037952;-0.214548
755;12.56666667;-0.111697;1.4037952;-0.214548
756;12.58333333;-0.111697;1.4037952;-0.214548
757;12.6;-0.111697;1.4037952;-0.214548
758;12.61666667;-0.111697;1.4037952;-0.214548
759;12.63333333;-0.111697;1.4037952;-0.214548
760;12.65;-0.111697;1.4037952;-0.214548
761;12.66666667;-0.111697;1.4037952;-0.214548
762;12.68333333;-0.111697;1.4037952;-0.214548
763;12.7;-0.111697;1.4037952;-0.214548
764;12.71666667;-0.111697;1.4037952;-0.214548
765;12.73333333;-0.111697;1.4037952;-0.214548
766;12.75;-0.111697;1.4037952;-0.214548
767;12.76666667;-0.111697;1.4037952;-0.214548
768;12.78333333;-0.111697;1.4037952;-0.214548
769;12.8;-0.111697;1.4037952;-0.214548
770;12.81666667;-0.111697;1.4037952;-0.214548
771;12.83333333;-0.111697;1.4037952;-0.214548
772;12.85;-0.111697;1.4037952;-0.214548
773;12.86666667;-0.111697;1.4037952;-0.214548
774;12.88333333;-0.111697;1.4037952;-0.214548
775;12.9;-0.111697;1.4037952;-0.214548
776;12.91666667;-0.111697;1.4037952;-0.214548
777;12.93333333;-0.111697;1.4037952;-0.214548
778;12.95;-0.111697;1.4037952;-0.214548
779;12.96666667;-0.111697;1.4037952;-0.214548
780;12.98333333;-0.111697;1.4037952;-0.214548
781;13;-0.111697;1.4037952;-0.214548
782;13.01666667;-0.111697;1.4037952;-0.214548
783;13.03333333;-0.111697;1.4037952;-0.214548
784;13.05;-0.111697;1.4037952;-0.214548
785;13.06666667;-0.111697;1.4037952;-0.214548
786;13.08333333;-0.111697;1.4037952;-0.214548
787;13.1;-0.111697;1.4037952;-0.214548
788;13.11666667;-0.111697;1.4037952;-0.214548
789;13.13333333;-0.111697;1.4037952;-0.214548
790;13.15;-0.111697;1.4037952;-0.214548
791;13.16666667;-0.111697;1.4037952;-0.214548
792;13.18333333;-0.111697;1.4037952;-0.214548
793;13.2;-0.111697;1.4037952;-0.214548
794;13.21666667;-0.111697;1.4037952;-0.214548
795;13.23333333;-0.111697;1.4037952;-0.214548
796;13.25;-0.111697;1.4037952;-0.214548
797;13.26666667;-0.111697;1.4037952;-0.214548
798;13.28333333;-0.111697;1.4037952;-0.214548
799;13.3;-0.111697;1.4037952;-0.214548
800;13.31666667;-0.111697;1.4037952;-0.214548
801;13.33333333;-0.111697;1.4037952;-0.214548
802;13.35;-0.111697;1.4037952;-0.214548
803;13.36666667;-0.111697;1.4037952;-0.214548
804;13.38333333;-0.111697;1.4037952;-0.214548
805;13.4;-0.111697;1.4037952;-0.214548
806;13.41666667;-0.111697;1.4037952;-0.214548
807;13.43333333;-0.111697;1.4037952;-0.214548
808;13.45;-0.111697;1.4037952;-0.214548
809;13.46666667;-0.111697;1.4037952;-0.214548
810;13.48333333;-0.111697;1.4037952;-0.214548
811;13.5;-0.111697;1.4037952;-0.214548
812;13.51666667;-0.111697;1.4037952;-0.214548
813;13.53333333;-0.111697;1.4037952;-0.214548
814;13.55;-0.111697;1.4037952;-0.214548
815;13.56666667;-0.111697;1.4037952;-0.214548
816;13.58333333;-0.111697;1.4037952;-0.214548
817;13.6;-0.111697;1.4037952;-0.214548
818;13.61666667;-0.111697;1.4037952;-0.214548
819;13.63333333;-0.111697;1.4037952;-0.214548
820;13.65;-0.111697;1.4037952;-0.214548
821;13.66666667;-0.111697;1.4037952;-0.214548
822;13.68333333;-0.111697;1.4037952;-0.214548
823;13.7;-0.111697;1.4037952;-0.214548
824;13.71666667;-0.111697;1.4037952;-0.214548
825;13.73333333;-0.111697;1.4037952;-0.214548
826;13.75;-0.111697;1.4037952;-0.214548
827;13.76666667;-0.111697;1.4037952;-0.214548
828;13.78333333;-0.111697;1.4037952;-0.214548
829;13.8;-0.111697;1.4037952;-0.214548
830;13.81666667;-0.111697;1.4037952;-0.214548
831;13.83333333;-0.111697;1.4037952;-0.214548
832;13.85;-0.111697;1.4037952;-0.214548
833;13.86666667;-0.111697;1.4037952;-0.214548
834;13.88333333;-0.111697;1.4037952;-0.214548
835;13.9;-0.111697;1.4037952;-0.214548
836;13.91666667;-0.111697;1.4037952;-0.214548
837;13.93333333;-0.111697;1.4037952;-0.214548
838;13.95;-0.111697;1.4037952;-0.214548
839;13.96666667;-0.111697;1.4037952;-0.214548
840;13.98333333;-0.111697;1.4037952;-0.214548
841;14;-0.111697;1.4037952;-0.214548
842;14.01666667;-0.111697;1.4037952;-0.214548
843;14.03333333;-0.111697;1.4037952;-0.214548
844;14.05;-0.111697;1.4037952;-0.214548
845;14.06666667;-0.111697;1.4037952;-0.214548
846;14.08333333;-0.111697;1.4037952;-0.214548
847;14.1;-0.111697;1.4037952;-0.214548
848;14.11666667;-0.111697;1.4037952;-0.214548
849;14.13333333;-0.111697;1.4037952;-0.214548
850;14.15;-0.111697;1.4037952;-0.214548
851;14.16666667;-0.111697;1.4037952;-0.214548
852;14.18333333;-0.111697;1.4037952;-0.214548
853;14.2;-0.111697;1.4037952;-0.214548
854;14.21666667;-0.111697;1.4037952;-0.214548
855;14.23333333;-0.111697;1.4037952;-0.214548
856;14.25;-0.111697;1.4037952;-0.214548
857;14.26666667;-0.111697;1.4037952;-0.214548
858;14.28333333;-0.111697;1.4037952;-0.214548
859;14.3;-0.111697;1.4037952;-0.214548
860;14.31666667;-0.111697;1.4037952;-0.214548
861;14.33333333;-0.111697;1.4037952;-0.214548
862;14.35;-0.111697;1.4037952;-0.214548
863;14.36666667;-0.111697;1.4037952;-0.214548
864;14.38333333;-0.111697;1.4037952;-0.214548
865;14.4;-0.111697;1.4037952;-0.214548
866;14.41666667;-0.111697;1.4037952;-0.214548
867;14.43333333;-0.111697;1.4037952;-0.214548
868;14.45;-0.111697;1.4037952;-0.214548
869;14.46666667;-0.111697;1.4037952;-0.214548
870;14.48333333;-0.111697;1.4037952;-0.214548
871;14.5;-0.111697;1.4037952;-0.214548
872;14.51666667;-0.111697;1.4037952;-0.214548
873;14.53333333;-0.111697;1.4037952;-0.214548
874;14.55;-0.111697;1.4037952;-0.214548
875;14.56666667;-0.111697;1.4037952;-0.214548
876;14.58333333;-0.111697;1.4037952;-0.214548
877;14.6;-0.111697;1.4037952;-0.214548
878;14.61666667;-0.111697;1.4037952;-0.214548
879;14.63333333;-0.111697;1.4037952;-0.214548
880;14.65;-0.111697;1.4037952;-0.214548
881;14.66666667;-0.111697;1.4037952;-0.214548
882;14.68333333;-0.111697;1.4037952;-0.214548
883;14.7;-0.111697;1.4037952;-0.214548
884;14.71666667;-0.111697;1.4037952;-0.214548
885;14.73333333;-0.111697;1.4037952;-0.214548
886;14.75;-0.111697;1.4037952;-0.214548
887;14.76666667;-0.111697;1.4037952;-0.214548
888;14.78333333;-0.111697;1.4037952;-0.214548
889;14.8;-0.111697;1.4037952;-0.214548
890;14.81666667;-0.111697;1.4037952;-0.214548
891;14.83333333;-0.111697;1.4037952;-0.214548
892;14.85;-0.111697;1.4037952;-0.214548
893;14.86666667;-0.111697;1.4037952;-0.214548
894;14.88333333;-0.111697;1.4037952;-0.214548
895;14.9;-0.111697;1.4037952;-0.214548
896;14.91666667;-0.111697;1.4037952;-0.214548
897;14.93333333;-0.111697;1.4037952;-0.214548
898;14.95;-0.111697;1.4037952;-0.214548
899;14.96666667;-0.111697;1.4037952;-0.214548
900;14.98333333;-0.111697;1.4037952;-0.214548
901;15;-0.111697;1.4037952;-0.214548
902;15.01666667;-0.111697;1.4037952;-0.214548
903;15.03333333;-0.111697;1.4037952;-0.214548
904;15.05;-0.111697;1.4037952;-0.214548
905;15.06666667;-0.111697;1.4037952;-0.214548
906;15.08333333;-0.111697;1.4037952;-0.214548
907;15.1;-0.111697;1.4037952;-0.214548
908;15.11666667;-0.111697;1.4037952;-0.214548
909;15.13333333;-0.111697;1.4037952;-0.214548
910;15.15;-0.111697;1.4037952;-0.214548
911;15.16666667;-0.111697;1.4037952;-0.214548
912;15.18333333;-0.111697;1.4037952;-0.214548
913;15.2;-0.111697;1.4037952;-0.214548
914;15.21666667;-0.111697;1.4037952;-0.214548
915;15.23333333;-0.111697;1.4037952;-0.214548
916;15.25;-0.111697;1.4037952;-0.214548
917;15.26666667;-0.111697;1.4037952;-0.214548
918;15.28333333;-0.111697;1.4037952;-0.214548
919;15.3;-0.111697;1.4037952;-0.214548
920;15.31666667;-0.111697;1.4037952;-0.214548
921;15.33333333;-0.111697;1.4037952;-0.214548
922;15.35;-0.111697;1.4037952;-0.214548
923;15.36666667;-0.111697;1.4037952;-0.214548
924;15.38333333;-0.111697;1.4037952;-0.214548
925;15.4;-0.111697;1.4037952;-0.214548
926;15.41666667;-0.111697;1.4037952;-0.214548
927;15.43333333;-0.111697;1.4037952;-0.214548
928;15.45;-0.111697;1.4037952;-0.214548
929;15.46666667;-0.111697;1.4037952;-0.214548
930;15.48333333;-0.111697;1.4037952;-0.214548
931;15.5;-0.111697;1.4037952;-0.214548
932;15.51666667;-0.111697;1.4037952;-0.214548
933;15.53333333;-0.111697;1.4037952;-0.214548
934;15.55;-0.111697;1.4037952;-0.214548
935;15.56666667;-0.111697;1.4037952;-0.214548
936;15.58333333;-0.111697;1.4037952;-0.214548
937;15.6;-0.111697;1.4037952;-0.214548
938;15.61666667;-0.111697;1.4037952;-0.214548
939;15.63333333;-0.111697;1.4037952;-0.214548
940;15.65;-0.111697;1.4037952;-0.214548
941;15.66666667;-0.111697;1.4037952;-0.214548
942;15.68333333;-0.111697;1.4037952;-0.214548
943;15.7;-0.111697;1.4037952;-0.214548
944;15.71666667;-0.111697;1.4037952;-0.214548
945;15.73333333;-0.111697;1.4037952;-0.214548
946;15.75;-0.111697;1.4037952;-0.214548
947;15.76666667;-0.111697;1.4037952;-0.214548
948;15.78333333;-0.111697;1.4037952;-0.214548
949;15.8;-0.111697;1.4037952;-0.214548
950;15.81666667;-0.111697;1.4037952;-0.214548
951;15.83333333;-0.111697;1.4037952;-0.214548
952;15.85;-0.111697;1.4037952;-0.214548
953;15.86666667;-0.111697;1.4037952;-0.214548
954;15.88333333;-0.111697;1.4037952;-0.214548
955;15.9;-0.111697;1.4037952;-0.214548
956;15.91666667;-0.111697;1.4037952;-0.214548
957;15.93333333;-0.111697;1.4037952;-0.214548
958;15.95;-0.111697;1.4037952;-0.214548
959;15.96666667;-0.111697;1.4037952;-0.214548
960;15.98333333;-0.111697;1.4037952;-0.214548
961;16;-0.111697;1.4037952;-0.214548
962;16.01666667;-0.111697;1.4037952;-0.214548
963;16.03333333;-0.111697;1.4037952;-0.214548
964;16.05;-0.111697;1.4037952;-0.214548
965;16.06666667;-0.111697;1.4037952;-0.214548
966;16.08333333;-0.111697;1.4037952;-0.214548
967;16.1;-0.111697;1.4037952;-0.214548
968;16.11666667;-0.111697;1.4037952;-0.214548
969;16.13333333;-0.111697;1.4037952;-0.214548
970;16.15;-0.111697;1.4037952;-0.214548
971;16.16666667;-0.111697;1.4037952;-0.214548
972;16.18333333;-0.111697;1.4037952;-0.214548
973;16.2;-0.111697;1.4037952;-0.214548
974;16.21666667;-0.111697;1.4037952;-0.214548
975;16.23333333;-0.111697;1.4037952;-0.214548
976;16.25;-0.111697;1.4037952;-0.214548
977;16.26666667;-0.111697;1.4037952;-0.214548
978;16.28333333;-0.111697;1.4037952;-0.214548
979;16.3;-0.111697;1.4037952;-0.214548
980;16.31666667;-0.111697;1.4037952;-0.214548
981;16.33333333;-0.111697;1.4037952;-0.214548
982;16.35;-0.111697;1.4037952;-0.214548
983;16.36666667;-0.111697;1.4037952;-0.214548
984;16.38333333;-0.111697;1.4037952;-0.214548
985;16.4;-0.111697;1.4037952;-0.214548
986;16.41666667;-0.111697;1.4037952;-0.214548
987;16.43333333;-0.111697;1.4037952;-0.214548
988;16.45;-0.111697;1.4037952;-0.214548
989;16.46666667;-0.111697;1.4037952;-0.214548
990;16.48333333;-0.111697;1.4037952;-0.214548
991;16.5;-0.111697;1.4037952;-0.214548
992;16.51666667;-0.111697;1.4037952;-0.214548
993;16.53333333;-0.111697;1.4037952;-0.214548
994;16.55;-0.111697;1.4037952;-0.214548
995;16.56666667;-0.111697;1.4037952;-0.214548
996;16.58333333;-0.111697;1.4037952;-0.214548
997;16.6;-0.111697;1.4037952;-0.214548
998;16.61666667;-0.111697;1.4037952;-0.214548
999;16.63333333;-0.111697;1.4037952;-0.214548
1000;16.65;-0.111697;1.4037952;-0.214548
1001;16.66666667;-0.111697;1.4037952;-0.214548
1002;16.68333333;-0.111697;1.4037952;-0.214548
1003;16.7;-0.111697;1.4037952;-0.214548
1004;16.71666667;-0.111697;1.4037952;-0.214548
1005;16.73333333;-0.111697;1.4037952;-0.214548
1006;16.75;-0.111697;1.4037952;-0.214548
1007;16.76666667;-0.111697;1.4037952;-0.214548
1008;16.78333333;-0.111697;1.4037952;-0.214548
1009;16.8;-0.111697;1.4037952;-0.214548
1010;16.81666667;-0.111697;1.4037952;-0.214548
1011;16.83333333;-0.111697;1.4037952;-0.214548
1012;16.85;-0.111697;1.4037952;-0.214548
1013;16.86666667;-0.111697;1.4037952;-0.214548
1014;16.88333333;-0.111697;1.4037952;-0.214548
1015;16.9;-0.111697;1.4037952;-0.214548
1016;16.91666667;-0.111697;1.4037952;-0.214548
1017;16.93333333;-0.111697;1.4037952;-0.214548
1018;16.95;-0.111697;1.4037952;-0.214548
1019;16.96666667;-0.111697;1.4037952;-0.214548
1020;16.98333333;-0.111697;1.4037952;-0.214548
1021;17;-0.111697;1.4037952;-0.214548
1022;17.01666667;-0.111697;1.4037952;-0.214548
1023;17.03333333;-0.111697;1.4037952;-0.214548
1024;17.05;-0.111697;1.4037952;-0.214548
1025;17.06666667;-0.111697;1.4037952;-0.214548
1026;17.08333333;-0.111697;1.4037952;-0.214548
1027;17.1;-0.111697;1.4037952;-0.214548
1028;17.11666667;-0.111697;1.4037952;-0.214548
1029;17.13333333;-0.111697;1.4037952;-0.214548
1030;17.15;-0.111697;1.4037952;-0.214548
1031;17.16666667;-0.111697;1.4037952;-0.214548
1032;17.18333333;-0.111697;1.4037952;-0.214548
1033;17.2;-0.111697;1.4037952;-0.214548
1034;17.21666667;-0.111697;1.4037952;-0.214548
1035;17.23333333;-0.111697;1.4037952;-0.214548
1036;17.25;-0.111697;1.4037952;-0.214548
1037;17.26666667;-0.111697;1.4037952;-0.214548
1038;17.28333333;-0.111697;1.4037952;-0.214548
1039;17.3;-0.111697;1.4037952;-0.214548
1040;17.31666667;-0.111697;1.4037952;-0.214548
1041;17.33333333;-0.111697;1.4037952;-0.214548
1042;17.35;-0.111697;1.4037952;-0.214548
1043;17.36666667;-0.111697;1.4037952;-0.214548
1044;17.38333333;-0.111697;1.4037952;-0.214548
1045;17.4;-0.111697;1.4037952;-0.214548
1046;17.41666667;-0.111697;1.4037952;-0.214548
1047;17.43333333;-0.111697;1.4037952;-0.214548
1048;17.45;-0.111697;1.4037952;-0.214548
1049;17.46666667;-0.111697;1.4037952;-0.214548
1050;17.48333333;-0.111697;1.4037952;-0.214548
1051;17.5;-0.111697;1.4037952;-0.214548
1052;17.51666667;-0.111697;1.4037952;-0.214548
1053;17.53333333;-0.111697;1.4037952;-0.214548
1054;17.55;-0.111697;1.4037952;-0.214548
1055;17.56666667;-0.111697;1.4037952;-0.214548
1056;17.58333333;-0.111697;1.4037952;-0.214548
1057;17.6;-0.111697;1.4037952;-0.214548
1058;17.61666667;-0.111697;1.4037952;-0.214548
1059;17.63333333;-0.111697;1.4037952;-0.214548
1060;17.65;-0.111697;1.4037952;-0.214548
1061;17.66666667;-0.111697;1.4037952;-0.214548
1062;17.68333333;-0.111697;1.4037952;-0.214548
1063;17.7;-0.111697;1.4037952;-0.214548
1064;17.71666667;-0.111697;1.4037952;-0.214548
1065;17.73333333;-0.111697;1.4037952;-0.214548
1066;17.75;-0.111697;1.4037952;-0.214548
1067;17.76666667;-0.111697;1.4037952;-0.214548
1068;17.78333333;-0.111697;1.4037952;-0.214548
1069;17.8;-0.111697;1.4037952;-0.214548
1070;17.81666667;-0.111697;1.4037952;-0.214548
1071;17.83333333;-0.111697;1.4037952;-0.214548
1072;17.85;-0.111697;1.4037952;-0.214548
1073;17.86666667;-0.111697;1.4037952;-0.214548
1074;17.88333333;-0.111697;1.4037952;-0.214548
1075;17.9;-0.111697;1.4037952;-0.214548
1076;17.91666667;-0.111697;1.4037952;-0.214548
1077;17.93333333;-0.111697;1.4037952;-0.214548
1078;17.95;-0.111697;1.4037952;-0.214548
1079;17.96666667;-0.111697;1.4037952;-0.214548
1080;17.98333333;-0.111697;1.4037952;-0.214548
1081;18;-0.111697;1.4037952;-0.214548
1082;18.01666667;-0.111697;1.4037952;-0.214548
1083;18.03333333;-0.111697;1.4037952;-0.214548
1084;18.05;-0.111697;1.4037952;-0.214548
1085;18.06666667;-0.111697;1.4037952;-0.214548
1086;18.08333333;-0.111697;1.4037952;-0.214548
1087;18.1;-0.111697;1.4037952;-0.214548
1088;18.11666667;-0.111697;1.4037952;-0.214548
1089;18.13333333;-0.111697;1.4037952;-0.214548
1090;18.15;-0.111697;1.4037952;-0.214548
1091;18.16666667;-0.111697;1.4037952;-0.214548
1092;18.18333333;-0.111697;1.4037952;-0.214548
1093;18.2;-0.111697;1.4037952;-0.214548
