1,27659403,0,-9.5840659715605e-18,-0.707106781186548,-0.707106781186547,-0.0108085275,0.013555118,0.39968872,0
2,27676070,0.000188828448755344,0.000151478993428426,-0.70728022354626,-0.706933254825576,0.004267924,0.00022145943,0.4365549,0
3,27692737,0.000231682821967412,0.000323664564486009,-0.70742695080406,-0.706786354452595,0.016594943,0.00015273617,0.4502592,0
4,27709404,0.000303739356320833,0.000340675262257705,-0.707565135839305,-0.706647981832168,-0.0078081456,-0.0084499,0.44226646,0
5,27726071,0.000317925750481137,0.000468772203306207,-0.707664444848985,-0.706548450336151,0.008213263,-0.0148957,0.4441824,0
6,27742738,0.00033285284107112,0.000558364508755098,-0.70774887854117,-0.706463801168735,0.006048596,-0.020761343,0.42251396,0
7,27759405,0.000344319545245565,0.000647306798448092,-0.707816822266574,-0.706395645905613,-0.00429726,-0.017441327,0.41156197,0
8,27776072,0.000366401091877424,0.000747311771808155,-0.707885085845276,-0.706327128541147,-0.0011470685,-0.010845352,0.42327785,0
9,27792739,0.000394271600578444,0.000842220432419783,-0.707955839926256,-0.706256089480974,0.010420538,-0.020466764,0.4346876,0
10,27809406,0.000421978417611192,0.000931667383400891,-0.708026959387606,-0.70618466332146,0.004937848,-0.022042349,0.42960835,0
11,27826073,0.000455761003233864,0.00101627718415439,-0.708105042654374,-0.706106229989539,0.015340057,-0.02128484,0.4391718,0
12,27842740,0.000463110502560041,0.00111236386701918,-0.708180177046296,-0.706030725261987,0.017018529,-0.024917528,0.4424572,0
13,27859407,0.000492206553951578,0.00119635223113305,-0.708254853033119,-0.705955656984971,0.011982222,-0.027870767,0.44607925,0
14,27876074,0.000514597093731457,0.0012798629097569,-0.708332613540267,-0.705877472183365,0.01521137,-0.027621603,0.42011166,0
15,27892741,0.000522501884553057,0.00136531541262917,-0.708406364059057,-0.705803291481579,0.010709679,-0.036286816,0.45965767,0
16,27909408,0.000533077428567706,0.00145262386205014,-0.708482362134062,-0.705726822685174,0.0065222476,-0.032977816,0.4486351,0
17,27926075,0.000540285463787124,0.00154247772195064,-0.708563384061298,-0.705645278891383,0.011424194,-0.017863058,0.44912624,0
18,27942742,0.000566513435915842,0.00162694164086312,-0.708642099118684,-0.705566019221511,0.019097505,-0.052706294,0.44221783,0
19,27959409,0.000576981936825322,0.00172344340690663,-0.708721004939563,-0.705486522899002,0.019351194,-0.047705673,0.4456644,0
20,27976076,0.000605876784592775,0.00180203523017033,-0.708794868678153,-0.705412092126206,0.0021342135,-0.040735006,0.43358135,0
