DataRate=60		
DataType=Quaternion
version= 3		
OpenSimVersion= 4.1		
endheader		
time	r_humerus_imu	r_ulna_radius_hand_imu
10.483333333333333	 0.6691918, -0.14420186, 0.18334459, 0.7055344	 0.67604005, 0.15986662, 0.086655244, -0.7140754
10.5	 0.668979, -0.14512599, 0.18460128, 0.7052189	 0.6759397, 0.16070598, 0.086884506, -0.7139541
10.516666666666666	 0.6687229, -0.14608084, 0.18601528, 0.7048931	 0.67569005, 0.16172872, 0.087366514, -0.7139005
10.533333333333333	 0.668484, -0.14690389, 0.18733706, 0.70459837	 0.6753784, 0.16277981, 0.08805633, -0.71387184
10.55	 0.6683255, -0.14743343, 0.18822101, 0.7044027	 0.6751508, 0.1638106, 0.08865687, -0.713777
10.566666666666666	 0.66818833, -0.14794716, 0.18901108, 0.7042134	 0.6750748, 0.1647866, 0.08900567, -0.71358085
10.583333333333334	 0.66803074, -0.14857881, 0.1899745, 0.7039707	 0.67503107, 0.1657607, 0.0895428, -0.71332943
10.6	 0.66762614, -0.14959818, 0.19141313, 0.7037488	 0.6749552, 0.16686828, 0.09043599, -0.7130303
10.616666666666667	 0.66721404, -0.15072632, 0.19294696, 0.7034802	 0.6748187, 0.16792294, 0.09140341, -0.7127883
10.633333333333333	 0.6668081, -0.15169255, 0.1943127, 0.70328134	 0.67481095, 0.16891298, 0.09222133, -0.71245635
10.65	 0.6665488, -0.15228853, 0.19518732, 0.70315605	 0.67465967, 0.17009847, 0.093165584, -0.71219456
10.666666666666666	 0.66639805, -0.15267041, 0.19557759, 0.70310783	 0.67446953, 0.17129593, 0.094008364, -0.7119768
10.683333333333334	 0.66634387, -0.15298867, 0.19578369, 0.7030325	 0.674396, 0.17239119, 0.094577156, -0.7117068
10.7	 0.66598696, -0.15359044, 0.19658303, 0.70301646	 0.6744206, 0.17329246, 0.09487557, -0.7114248
10.716666666666667	 0.6656689, -0.15399066, 0.19728705, 0.70303303	 0.6745199, 0.17395689, 0.09496383, -0.7111568
10.733333333333333	 0.6655437, -0.15401867, 0.19739962, 0.70311373	 0.6746988, 0.17448886, 0.09509017, -0.71083975
10.75	 0.6655028, -0.1539692, 0.19736764, 0.70317227	 0.674839, 0.17504966, 0.09534541, -0.7105344
10.766666666666666	 0.6652969, -0.1542139, 0.19782116, 0.7031861	 0.67503506, 0.17561993, 0.095484346, -0.71018875
10.783333333333333	 0.66496325, -0.15464243, 0.19857322, 0.7031955	 0.6751695, 0.17613041, 0.095776305, -0.7098954
10.8	 0.6645677, -0.15518437, 0.1995408, 0.7031762	 0.6751637, 0.17677402, 0.096313365, -0.7096681
10.816666666666666	 0.6643002, -0.1555499, 0.20013916, 0.7031781	 0.67524964, 0.17762093, 0.09688902, -0.7092965
10.833333333333334	 0.66415304, -0.15594113, 0.20058927, 0.7031022	 0.67524105, 0.1785445, 0.09760686, -0.7089741
10.85	 0.66364014, -0.15686883, 0.2019783, 0.7029824	 0.6752233, 0.17960209, 0.09846067, -0.7086058
10.866666666666667	 0.66316855, -0.1577277, 0.20332842, 0.7028462	 0.6751939, 0.18082114, 0.09942004, -0.7081898
10.883333333333333	 0.66292065, -0.15835956, 0.20406276, 0.70272505	 0.6751266, 0.18219073, 0.10048352, -0.7077526
10.9	 0.6627084, -0.15893395, 0.20468064, 0.702616	 0.67507833, 0.18360634, 0.10161634, -0.7072709
10.916666666666666	 0.66256845, -0.15935922, 0.20509368, 0.7025311	 0.67515796, 0.18501315, 0.102668576, -0.70667607
10.933333333333334	 0.6623652, -0.15976319, 0.20558172, 0.7024885	 0.67531776, 0.18649288, 0.10358202, -0.70600086
10.95	 0.66198033, -0.16040444, 0.20662233, 0.7023998	 0.6755791, 0.1880226, 0.10445371, -0.70521635
10.966666666666667	 0.6615802, -0.16099578, 0.20775107, 0.70230865	 0.6760002, 0.18941706, 0.10519845, -0.7043283
10.983333333333333	 0.66149706, -0.16104661, 0.20803654, 0.7022906	 0.6763716, 0.19058579, 0.105765715, -0.70357114
11	 0.66159886, -0.16074464, 0.20779218, 0.70233625	 0.6766102, 0.19188072, 0.106450856, -0.7028861
11.016666666666666	 0.6617892, -0.16039732, 0.20754506, 0.70230955	 0.67690426, 0.19323586, 0.106948316, -0.7021557
11.033333333333333	 0.6618278, -0.16022855, 0.20768765, 0.7022695	 0.6771829, 0.19442475, 0.10732149, -0.70150155
11.05	 0.6616794, -0.16037147, 0.20818679, 0.7022289	 0.67734724, 0.19545542, 0.10785419, -0.70097464
11.066666666666666	 0.6613345, -0.16080487, 0.20897552, 0.7022204	 0.6775218, 0.19633512, 0.10838832, -0.70047766
11.083333333333334	 0.6610771, -0.16109999, 0.20946817, 0.70224833	 0.67755985, 0.1972691, 0.10922693, -0.7000481
11.1	 0.66123056, -0.16095485, 0.20913719, 0.7022357	 0.6774035, 0.19843994, 0.1104513, -0.69967616
11.116666666666667	 0.6612283, -0.16107312, 0.20923407, 0.70218194	 0.6771009, 0.1998322, 0.11196207, -0.6993326
11.133333333333333	 0.6609132, -0.16172226, 0.21005517, 0.7020841	 0.6768584, 0.20103066, 0.11330727, -0.6990071
11.15	 0.6605455, -0.16248249, 0.21107201, 0.7019496	 0.67684054, 0.2018979, 0.114204, -0.6986284
11.166666666666666	 0.6601912, -0.16326575, 0.21217403, 0.7017692	 0.6768053, 0.20274761, 0.11496961, -0.6982908
11.183333333333334	 0.65966266, -0.1641352, 0.21352182, 0.7016545	 0.6766035, 0.20383415, 0.11604709, -0.69799185
11.2	 0.65923107, -0.1648934, 0.21464486, 0.7015395	 0.6763217, 0.20509697, 0.11738685, -0.6976709
11.216666666666667	 0.65905774, -0.16552828, 0.2154668, 0.70130086	 0.6760405, 0.20638901, 0.11867096, -0.697345
11.233333333333333	 0.6587832, -0.16624494, 0.2163879, 0.7011057	 0.67567575, 0.20788747, 0.12010304, -0.6970081
11.25	 0.6584567, -0.16685922, 0.21724428, 0.7010017	 0.67526895, 0.20953135, 0.12147116, -0.696673
11.266666666666666	 0.65852946, -0.16698915, 0.21756952, 0.70080155	 0.675017, 0.21115099, 0.12259216, -0.69623184
11.283333333333333	 0.6585332, -0.16704985, 0.21783282, 0.7007018	 0.67499983, 0.21254686, 0.12347342, -0.69566774
11.3	 0.65840167, -0.16720615, 0.21828741, 0.7006465	 0.6751028, 0.21362227, 0.12423475, -0.6951027
11.316666666666666	 0.6582108, -0.16736872, 0.21891962, 0.7005897	 0.6751201, 0.21466978, 0.125203, -0.694589
11.333333333333334	 0.65813607, -0.1672995, 0.21930353, 0.7005566	 0.6752057, 0.21556486, 0.12612791, -0.69406116
11.35	 0.65812945, -0.16706954, 0.21949925, 0.7005565	 0.6752002, 0.2164526, 0.12718509, -0.69359714
11.366666666666667	 0.6580551, -0.1669662, 0.21979164, 0.7005591	 0.6750224, 0.21759851, 0.12840779, -0.69318634
11.383333333333333	 0.6579207, -0.16709568, 0.22015913, 0.7005391	 0.6748396, 0.21907167, 0.12952453, -0.69269234
11.4	 0.6577343, -0.16736221, 0.22072789, 0.70047176	 0.6746316, 0.22068188, 0.13062866, -0.6921763
11.416666666666666	 0.6575434, -0.16755894, 0.22137576, 0.70039934	 0.6743889, 0.22225432, 0.13184994, -0.6916779
11.433333333333334	 0.65765494, -0.16748953, 0.22136131, 0.70031565	 0.6742011, 0.22373554, 0.13287626, -0.69118685
11.45	 0.6579166, -0.16733862, 0.22103404, 0.70020944	 0.67391783, 0.22522555, 0.13402198, -0.69075793
11.466666666666667	 0.6578715, -0.16744061, 0.22126205, 0.7001554	 0.673546, 0.22677515, 0.13540514, -0.69034374
11.483333333333333	 0.6577301, -0.16767605, 0.22175604, 0.7000756	 0.6731427, 0.22813268, 0.13690194, -0.6899944
11.5	 0.65758723, -0.16781737, 0.22210114, 0.70006645	 0.6727433, 0.22925305, 0.13835356, -0.68972296
11.516666666666666	 0.6574921, -0.16795929, 0.22242351, 0.7000195	 0.6724226, 0.2300982, 0.13960572, -0.689502
11.533333333333333	 0.657305, -0.16826062, 0.22301534, 0.6999345	 0.671794, 0.23079258, 0.1410562, -0.6895873
11.55	 0.6571607, -0.16847502, 0.22347333, 0.6998724	 0.6708529, 0.23157065, 0.14274508, -0.68989515
11.566666666666666	 0.6573488, -0.16834317, 0.22328362, 0.699788	 0.66985685, 0.23259225, 0.14448544, -0.690157
11.583333333333334	 0.6575301, -0.16825236, 0.223166, 0.69967693	 0.66889673, 0.23373039, 0.14624363, -0.69033337
11.6	 0.65732235, -0.1684882, 0.22370431, 0.69964355	 0.66810644, 0.23464872, 0.14771296, -0.6904743
11.616666666666667	 0.65717584, -0.16863371, 0.22407106, 0.6996288	 0.66755193, 0.23554562, 0.14881118, -0.69046944
11.633333333333333	 0.6572319, -0.16856448, 0.22404566, 0.6996008	 0.66716444, 0.2364198, 0.14959733, -0.6903753
11.65	 0.6572423, -0.16861838, 0.22414416, 0.6995467	 0.6668964, 0.23710288, 0.15035735, -0.69023496
11.666666666666666	 0.65704775, -0.16897115, 0.22461586, 0.69949305	 0.6657059, 0.23768303, 0.15250976, -0.6907123
11.683333333333334	 0.65678126, -0.16935518, 0.22530325, 0.6994292	 0.66530335, 0.23833469, 0.1536769, -0.6906167
11.7	 0.6564927, -0.16967788, 0.22588453, 0.69943446	 0.664948, 0.23919688, 0.15468118, -0.6904368
11.716666666666667	 0.6564016, -0.16988708, 0.22623135, 0.6993571	 0.66466254, 0.24026127, 0.15556292, -0.6901438
11.733333333333333	 0.6561523, -0.17037183, 0.22705744, 0.6992054	 0.664447, 0.24137333, 0.1562822, -0.68980074
11.75	 0.6560175, -0.17071596, 0.22766317, 0.69905096	 0.6642855, 0.2423878, 0.15708059, -0.68941927
11.766666666666666	 0.65599525, -0.17080158, 0.227954, 0.6989562	 0.66402155, 0.24335805, 0.15812409, -0.689093
11.783333333333333	 0.6560367, -0.17084937, 0.22826688, 0.69880337	 0.6637432, 0.24445307, 0.15914267, -0.68873906
11.8	 0.6560838, -0.17090164, 0.2286686, 0.6986151	 0.66343987, 0.24561833, 0.1600147, -0.6884145
11.816666666666666	 0.65597355, -0.17105174, 0.22924961, 0.6984915	 0.66319126, 0.24674772, 0.16061856, -0.68810946
11.833333333333334	 0.6558941, -0.1711753, 0.2297382, 0.6983753	 0.6629659, 0.24781986, 0.16126703, -0.6877896
11.85	 0.65570617, -0.17133631, 0.23032731, 0.6983183	 0.6625005, 0.24898747, 0.1623629, -0.68755865
11.866666666666667	 0.6556413, -0.1713215, 0.23067328, 0.6982687	 0.6618914, 0.25039107, 0.16369244, -0.6873202
11.883333333333333	 0.65562856, -0.17118129, 0.2308838, 0.6982453	 0.66097325, 0.2522588, 0.16541946, -0.6871074
11.9	 0.6555967, -0.17111872, 0.23111206, 0.69821507	 0.6600298, 0.25415325, 0.167202, -0.6868847
11.916666666666666	 0.65545166, -0.17121103, 0.23146042, 0.69821304	 0.65918374, 0.25570196, 0.1689985, -0.6866827
11.933333333333334	 0.6552647, -0.17132978, 0.23185927, 0.6982274	 0.6583481, 0.25705612, 0.17085743, -0.6865186
11.95	 0.654929, -0.17159858, 0.23251331, 0.6982587	 0.6576002, 0.2582468, 0.17257437, -0.6863591
11.966666666666667	 0.65472597, -0.17176114, 0.23295036, 0.6982635	 0.6570505, 0.25925806, 0.17393649, -0.68616045
11.983333333333333	 0.65472317, -0.17176583, 0.23302183, 0.698241	 0.65663004, 0.2602661, 0.17485952, -0.6859466
12	 0.65458494, -0.17197865, 0.23337172, 0.6982014	 0.6563098, 0.2611756, 0.17557196, -0.6857254
12.016666666666666	 0.65442884, -0.17222375, 0.23376642, 0.69815534	 0.65552914, 0.26241532, 0.17674336, -0.6856979
12.033333333333333	 0.6544804, -0.17225038, 0.23382199, 0.69808173	 0.6545636, 0.2639478, 0.17822534, -0.68564844
12.05	 0.6545409, -0.17226487, 0.23396327, 0.697974	 0.6535353, 0.2655155, 0.17978819, -0.6856161
12.066666666666666	 0.6545103, -0.17240024, 0.23423779, 0.6978773	 0.6527906, 0.26697734, 0.18083814, -0.68548185
12.083333333333334	 0.6545977, -0.1725582, 0.23426025, 0.6977488	 0.652268, 0.26837015, 0.18142158, -0.6852813
12.1	 0.6545166, -0.1729562, 0.23450111, 0.69764555	 0.65160364, 0.2699933, 0.18240148, -0.6850155
12.116666666666667	 0.6540536, -0.17390801, 0.23557173, 0.6974823	 0.6507527, 0.2721722, 0.1841078, -0.6845055
12.133333333333333	 0.65338445, -0.17524435, 0.23728706, 0.6971933	 0.64974993, 0.27462995, 0.18620963, -0.6839075
12.15	 0.6526662, -0.17650412, 0.23896904, 0.69697404	 0.6490158, 0.2774374, 0.18836401, -0.68288076
12.166666666666666	 0.65228647, -0.17725576, 0.23996222, 0.6967975	 0.64858675, 0.2798107, 0.19013868, -0.6818274
12.183333333333334	 0.6519698, -0.17782897, 0.24066283, 0.6967061	 0.6479904, 0.28202724, 0.19210532, -0.6809294
12.2	 0.6519545, -0.17808661, 0.24075498, 0.69662285	 0.6477566, 0.28399473, 0.193449, -0.679953
12.216666666666667	 0.65190744, -0.17837897, 0.24094234, 0.6965271	 0.6476607, 0.28587133, 0.19445278, -0.67897093
12.233333333333333	 0.65176654, -0.17881513, 0.24144278, 0.69637376	 0.6473929, 0.28783378, 0.19540216, -0.678124
12.25	 0.65142876, -0.17942806, 0.24223973, 0.6962555	 0.64721125, 0.2896566, 0.19598466, -0.6773527
12.266666666666666	 0.65116, -0.17996672, 0.24284336, 0.6961575	 0.64663804, 0.29185218, 0.19716118, -0.676616
12.283333333333333	 0.65105265, -0.18038768, 0.24314067, 0.6960453	 0.64614165, 0.29409498, 0.19842829, -0.6757481
12.3	 0.65081805, -0.18099396, 0.243738, 0.69589835	 0.646025, 0.29586297, 0.1993976, -0.6748018
12.316666666666666	 0.6503878, -0.18177848, 0.24476357, 0.6957363	 0.64577293, 0.2974462, 0.20067756, -0.6739672
12.333333333333334	 0.6501126, -0.18231604, 0.24545981, 0.6956074	 0.645364, 0.2992466, 0.20207499, -0.67314374
12.35	 0.6500701, -0.18261649, 0.2455998, 0.69551885	 0.6448776, 0.30140653, 0.20356731, -0.67219603
12.366666666666667	 0.65001845, -0.18301514, 0.24584399, 0.6953761	 0.644571, 0.3034361, 0.20529222, -0.6710513
12.383333333333333	 0.6495177, -0.18388745, 0.24700986, 0.69520056	 0.64452505, 0.30482137, 0.2066692, -0.6700443
12.4	 0.6487323, -0.1851012, 0.24870807, 0.69500643	 0.644763, 0.30558226, 0.20751017, -0.66920835
12.416666666666666	 0.6482102, -0.18604097, 0.24995732, 0.69479436	 0.6447542, 0.30624554, 0.20834765, -0.6686533
12.433333333333334	 0.64787436, -0.18682915, 0.25076294, 0.6946058	 0.6445707, 0.30733237, 0.2089574, -0.668141
12.45	 0.64737767, -0.18786435, 0.25172734, 0.6944408	 0.6443341, 0.30879253, 0.20948055, -0.6675318
12.466666666666667	 0.6466723, -0.18905678, 0.2531101, 0.6942719	 0.6440628, 0.3103164, 0.21021923, -0.6668544
12.483333333333333	 0.6460296, -0.1900458, 0.2544438, 0.6941126	 0.6439582, 0.3116037, 0.2111887, -0.6660482
12.5	 0.6456573, -0.19065107, 0.25526154, 0.69399285	 0.6436167, 0.31316712, 0.21256031, -0.6652083
12.516666666666666	 0.64518034, -0.19129811, 0.25607547, 0.6939585	 0.6433359, 0.31500393, 0.21394135, -0.66416895
12.533333333333333	 0.6447069, -0.19190398, 0.25700104, 0.6938891	 0.64305574, 0.31718373, 0.21537687, -0.66293806
12.55	 0.6442675, -0.19233254, 0.25779656, 0.69388354	 0.64300764, 0.3195175, 0.21677627, -0.6614062
12.566666666666666	 0.644232, -0.19233918, 0.25786865, 0.6938877	 0.64264023, 0.3218808, 0.21906209, -0.6598623
12.583333333333334	 0.6439946, -0.19248268, 0.25820723, 0.6939424	 0.6419107, 0.32422343, 0.22214536, -0.658393
12.6	 0.6438363, -0.19263206, 0.25850564, 0.6939366	 0.6414708, 0.3261078, 0.22445785, -0.65710557
12.616666666666667	 0.64364845, -0.19284888, 0.25876793, 0.693953	 0.6409409, 0.32836723, 0.22613195, -0.6559225
12.633333333333333	 0.6433506, -0.19335271, 0.2593047, 0.6938887	 0.6405913, 0.33087492, 0.22700885, -0.6546997
12.65	 0.6426648, -0.19434582, 0.2606085, 0.6937583	 0.640112, 0.33367214, 0.22788067, -0.6534448
12.666666666666666	 0.64211863, -0.19523036, 0.26162812, 0.6936318	 0.639664, 0.33670488, 0.22882657, -0.65199554
12.683333333333334	 0.641875, -0.19572957, 0.26208207, 0.6935451	 0.6392451, 0.33990073, 0.23031262, -0.6502225
12.7	 0.6415813, -0.19618556, 0.2625373, 0.693516	 0.6386072, 0.34337202, 0.23238216, -0.6482864
12.716666666666667	 0.6415143, -0.19642238, 0.26251552, 0.69351923	 0.6384137, 0.3469827, 0.23381932, -0.6460338
12.733333333333333	 0.64157194, -0.19653288, 0.2623077, 0.69351333	 0.6382456, 0.35103953, 0.2354654, -0.64340496
12.75	 0.6415779, -0.19674784, 0.26242536, 0.6934023	 0.63779116, 0.35509422, 0.23740156, -0.6409143
12.766666666666666	 0.64138, -0.19712216, 0.26297885, 0.6932694	 0.637099, 0.35881385, 0.23935556, -0.638801
12.783333333333333	 0.6411925, -0.19748175, 0.26358345, 0.6931108	 0.63659376, 0.36196226, 0.2406707, -0.63703173
12.8	 0.64117694, -0.19766833, 0.26388556, 0.692957	 0.6362875, 0.36482534, 0.24161091, -0.6353463
12.816666666666666	 0.6412345, -0.19768974, 0.26385722, 0.69290847	 0.63571364, 0.36769095, 0.24247865, -0.63393664
12.833333333333334	 0.64136255, -0.19758594, 0.26375756, 0.6928575	 0.6352375, 0.37022585, 0.24323297, -0.63264835
12.85	 0.6413655, -0.19754635, 0.2638596, 0.69282717	 0.63495517, 0.37220648, 0.2438185, -0.63154334
12.866666666666667	 0.64134234, -0.19759417, 0.26398146, 0.69278866	 0.634857, 0.37356183, 0.2444843, -0.6305835
12.883333333333333	 0.6410276, -0.19799818, 0.26475486, 0.6926693	 0.6345433, 0.37479928, 0.24559587, -0.6297325
12.9	 0.640535, -0.19866046, 0.26595208, 0.6924767	 0.63410836, 0.3761395, 0.24669947, -0.62893975
12.916666666666666	 0.6398655, -0.19958125, 0.26732945, 0.69230056	 0.63365537, 0.37760505, 0.24757819, -0.6281722
12.933333333333334	 0.6391992, -0.20062388, 0.2687937, 0.69204783	 0.63319045, 0.37915698, 0.24843244, -0.62736845
12.95	 0.63831395, -0.20186196, 0.27057865, 0.6918091	 0.63276577, 0.38048947, 0.24944983, -0.626586
12.966666666666667	 0.63738114, -0.2031343, 0.27244237, 0.6915653	 0.6319652, 0.3819501, 0.25094542, -0.62590784
12.983333333333333	 0.63661313, -0.2042477, 0.27412796, 0.6912786	 0.6309665, 0.38348264, 0.25258464, -0.62531865
13	 0.63614434, -0.20518497, 0.27544343, 0.69090974	 0.62994087, 0.38525328, 0.2544489, -0.6245079
13.016666666666666	 0.63585925, -0.2061397, 0.27670926, 0.6903818	 0.62865454, 0.38753682, 0.2566561, -0.62348723
13.033333333333333	 0.6355713, -0.20710786, 0.27797055, 0.68985033	 0.62707514, 0.3903331, 0.2594879, -0.62215984
13.049999999999999	 0.63558763, -0.20764935, 0.27849734, 0.6894598	 0.62553346, 0.39348328, 0.262537, -0.6204459
13.066666666666666	 0.63566387, -0.20800903, 0.2789131, 0.6891131	 0.6243635, 0.39672586, 0.26548433, -0.6183016
13.083333333333334	 0.6354036, -0.20861046, 0.28014725, 0.6886706	 0.62354493, 0.399594, 0.26761314, -0.61636
13.1	 0.6346898, -0.20954455, 0.282011, 0.6882844	 0.623325, 0.4016597, 0.26804218, -0.61505204
13.116666666666667	 0.6342846, -0.21017583, 0.28306347, 0.68803334	 0.6234386, 0.4032324, 0.26754376, -0.61412406
13.133333333333333	 0.63398504, -0.21064167, 0.28371242, 0.6878998	 0.6239311, 0.40432155, 0.2663213, -0.6134388
13.15	 0.6336153, -0.21118243, 0.28453287, 0.68773556	 0.62452054, 0.4048864, 0.26488185, -0.61308956
13.166666666666666	 0.6331991, -0.21178827, 0.28549346, 0.68753463	 0.6245038, 0.4057745, 0.26390785, -0.6129395
13.183333333333334	 0.63278913, -0.21240123, 0.28635865, 0.6873631	 0.6244119, 0.40702027, 0.26302698, -0.6125858
13.2	 0.6324788, -0.2129881, 0.28698042, 0.6872079	 0.6237144, 0.408725, 0.26323307, -0.6120724
13.216666666666667	 0.6320743, -0.21364225, 0.28771007, 0.6870717	 0.6229818, 0.41038436, 0.26380548, -0.61146134
13.233333333333333	 0.6316871, -0.214268, 0.28840715, 0.6869408	 0.62223226, 0.41175804, 0.2646835, -0.6109216
13.25	 0.6313205, -0.21493927, 0.2893044, 0.6866907	 0.62188756, 0.4126729, 0.26530898, -0.6103836
13.266666666666666	 0.6306821, -0.21588156, 0.29081726, 0.6863427	 0.62178314, 0.41316268, 0.2658064, -0.6099423
13.283333333333333	 0.6300429, -0.21685238, 0.29225332, 0.6860137	 0.6214127, 0.41385072, 0.2664831, -0.6095579
13.299999999999999	 0.62969136, -0.21757856, 0.2931776, 0.68571204	 0.6208454, 0.41490424, 0.26736167, -0.6090348
13.316666666666666	 0.6294677, -0.21817797, 0.29376784, 0.6854742	 0.6199851, 0.4163421, 0.26882067, -0.60828716
13.333333333333334	 0.6291028, -0.21886046, 0.29462337, 0.6852246	 0.61890256, 0.41768226, 0.27081078, -0.6075877
13.35	 0.6285173, -0.21970823, 0.29588985, 0.6849444	 0.61800915, 0.41858935, 0.27260378, -0.60707104
13.366666666666667	 0.62812287, -0.2203574, 0.29685497, 0.68468034	 0.6172796, 0.41953936, 0.27385873, -0.6065922
13.383333333333333	 0.6278278, -0.2209099, 0.29778224, 0.68437016	 0.6165093, 0.42088705, 0.27472037, -0.60605204
13.4	 0.6274179, -0.22150104, 0.29898527, 0.68403035	 0.6155229, 0.4226311, 0.2755353, -0.60547066
13.416666666666666	 0.6270046, -0.22205582, 0.30021402, 0.6836912	 0.6144979, 0.42461473, 0.27641487, -0.6047229
13.433333333333334	 0.626735, -0.22249925, 0.30125415, 0.6833367	 0.6132516, 0.42672297, 0.27782887, -0.60385525
13.45	 0.62644553, -0.22292763, 0.30215356, 0.6830654	 0.61198944, 0.4287175, 0.27955794, -0.6029243
13.466666666666667	 0.6261368, -0.2233821, 0.30299237, 0.6828285	 0.6110146, 0.43061304, 0.28088376, -0.60194516
13.483333333333333	 0.62588, -0.22375159, 0.3037595, 0.68260187	 0.6102864, 0.4326169, 0.2814088, -0.60100126
13.5	 0.62538564, -0.22423577, 0.30466798, 0.6824912	 0.60969687, 0.434671, 0.28154507, -0.6000527
13.516666666666666	 0.6250686, -0.2246502, 0.30516654, 0.6824225	 0.609146, 0.4365663, 0.28188735, -0.5990749
13.533333333333333	 0.62481385, -0.22496687, 0.30550715, 0.6823993	 0.6084211, 0.4382322, 0.28303906, -0.5980514
13.549999999999999	 0.62461954, -0.22510907, 0.30565876, 0.68246233	 0.60736877, 0.4397501, 0.2848692, -0.5971372
13.566666666666666	 0.624702, -0.2250065, 0.30542603, 0.68252474	 0.606084, 0.4414739, 0.28681028, -0.5962405
13.583333333333334	 0.62467635, -0.22504696, 0.30548036, 0.6825107	 0.6046737, 0.4434961, 0.28848633, -0.59536266
13.6	 0.6243859, -0.2254594, 0.30620566, 0.68231535	 0.6033699, 0.44545016, 0.28977135, -0.59460205
13.616666666666667	 0.623977, -0.22600505, 0.30717844, 0.68207145	 0.6021343, 0.44706455, 0.29122883, -0.5939306
13.633333333333333	 0.62364435, -0.22644411, 0.30787084, 0.6819178	 0.6012388, 0.44830984, 0.29263252, -0.5932088
13.65	 0.62352824, -0.22667086, 0.3081652, 0.6818156	 0.6004726, 0.4495079, 0.29385984, -0.59247094
13.666666666666666	 0.6234321, -0.22683628, 0.30831683, 0.68178004	 0.5996749, 0.4511352, 0.29474112, -0.59160364
13.683333333333334	 0.62323874, -0.22719331, 0.3087377, 0.68164754	 0.5986688, 0.4532265, 0.29593953, -0.59042466
13.7	 0.62302077, -0.22756211, 0.30919266, 0.6815176	 0.5972653, 0.45559174, 0.29817593, -0.58889854
13.716666666666667	 0.6229157, -0.2278311, 0.30937096, 0.68144274	 0.5954342, 0.45800814, 0.3015468, -0.5871594
13.733333333333333	 0.6227637, -0.22808695, 0.30961794, 0.6813839	 0.5933022, 0.4604484, 0.30559945, -0.58531106
13.75	 0.62247175, -0.22835332, 0.30992648, 0.6814212	 0.5914226, 0.4627735, 0.30944002, -0.58335835
13.766666666666666	 0.6223667, -0.22841597, 0.30989987, 0.68150836	 0.59040034, 0.46407717, 0.3115751, -0.5822206
13.783333333333333	 0.6224044, -0.22829752, 0.30959287, 0.68165314	 0.58977336, 0.464865, 0.3128665, -0.5815346
13.799999999999999	 0.62253064, -0.22810473, 0.3090984, 0.6818269	 0.58879226, 0.46597064, 0.31424546, -0.5809001
13.816666666666666	 0.6226671, -0.22793236, 0.308637, 0.6819688	 0.5879807, 0.46722028, 0.31494915, -0.58033705
13.833333333333334	 0.6225207, -0.22806309, 0.3088009, 0.68198454	 0.58740366, 0.46829256, 0.31538433, -0.5798207
13.85	 0.6223371, -0.22826357, 0.30899823, 0.6819956	 0.58684355, 0.46911284, 0.31625924, -0.5792478
13.866666666666667	 0.62215674, -0.2284675, 0.30916724, 0.6820152	 0.5863556, 0.4694559, 0.3172102, -0.57894397
13.883333333333333	 0.6219048, -0.22874148, 0.30940914, 0.6820435	 0.5859494, 0.46990448, 0.31766158, -0.5787438
13.9	 0.6218049, -0.22895652, 0.30940732, 0.6820633	 0.58552766, 0.4706615, 0.3178179, -0.57846946
13.916666666666666	 0.6217481, -0.22922657, 0.30926004, 0.6820913	 0.5848797, 0.4715622, 0.3183578, -0.5780945
13.933333333333334	 0.62163556, -0.22962366, 0.30934843, 0.68202	 0.58445394, 0.4722469, 0.31883723, -0.57770187
13.95	 0.6210461, -0.23044533, 0.3102488, 0.68187094	 0.5840947, 0.47269797, 0.31936556, -0.5774046
13.966666666666667	 0.62043595, -0.23129243, 0.31114617, 0.6817307	 0.5838344, 0.47283083, 0.31995818, -0.57723063
13.983333333333333	 0.6199178, -0.2319919, 0.31178263, 0.6816736	 0.5833543, 0.4730839, 0.3208585, -0.577009
14	 0.61957884, -0.23254266, 0.31210712, 0.68164575	 0.582649, 0.47375762, 0.32173815, -0.5766789
14.016666666666666	 0.61908305, -0.23331, 0.31270757, 0.68155867	 0.5817161, 0.47500664, 0.3226043, -0.5761091
14.033333333333333	 0.6185851, -0.23406258, 0.3133721, 0.6814475	 0.5807879, 0.47623873, 0.32372177, -0.5754013
14.049999999999999	 0.6183167, -0.23461294, 0.31380776, 0.6813015	 0.5796062, 0.4774659, 0.32551497, -0.5745634
14.066666666666666	 0.61793345, -0.23537566, 0.314585, 0.68102753	 0.57822883, 0.47883394, 0.3276744, -0.5735843
14.083333333333334	 0.61733735, -0.23634247, 0.3156091, 0.68075943	 0.5768068, 0.4804585, 0.32971346, -0.57248807
14.1	 0.61702603, -0.2370758, 0.3163202, 0.68045664	 0.57574594, 0.4819935, 0.3311409, -0.5714407
14.116666666666667	 0.6163706, -0.23818909, 0.31767166, 0.680032	 0.5750274, 0.48314956, 0.3322906, -0.57052
14.133333333333333	 0.6153979, -0.23959486, 0.3195093, 0.6795581	 0.5747047, 0.48366094, 0.33322296, -0.5698678
14.15	 0.6146357, -0.24076544, 0.3209166, 0.67917097	 0.5748301, 0.4835958, 0.3338211, -0.56944615
14.166666666666666	 0.6142474, -0.24147893, 0.32160208, 0.6789446	 0.574856, 0.48357388, 0.3343631, -0.56912065
14.183333333333334	 0.61375356, -0.24226408, 0.32250595, 0.6786829	 0.5750728, 0.48357958, 0.33432895, -0.56891686
