sep=,
DeviceTag:,Xsens_2,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Euler),,,,,,,,,,,,,,,,,
StartTime:,2023-05-16 13:58:40.381 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
12, 963969507, 112.5982437133789, -85.95736694335938, 158.7071990966797, -0.021127786, -0.36282948, 0.40578938, 0
13, 963986174, 112.09297180175781, -86.05642700195312, 159.12860107421875, -0.03105176, -0.32978487, 0.54056644, 0
14, 964002841, 111.96704864501953, -86.18350982666016, 159.18701171875, 0.016725251, -0.414908, 0.5645828, 0
15, 964019508, 112.28827667236328, -86.3119888305664, 158.887939453125, 0.20596562, -0.3970891, 0.42995262, 0
16, 964036175, 112.76383972167969, -86.4122085571289, 158.5635223388672, 0.3511384, -0.39113, 0.38532448, 0
17, 964052842, 112.99596405029297, -86.46808624267578, 158.57492065429688, 0.19739816, -0.24103056, 0.27113247, 0
18, 964069509, 112.88570404052734, -86.49099731445312, 158.95680236816406, -0.073092, -0.051964514, 0.14709282, 0
19, 964086176, 112.90391540527344, -86.50184631347656, 159.18797302246094, -0.35923046, 0.040415164, 0.026348114, 0
20, 964102843, 113.03284454345703, -86.51918029785156, 159.24366760253906, -0.4428757, 0.07774809, -0.16984844, 0
21, 964119510, 113.09526062011719, -86.55599975585938, 159.3001251220703, -0.43012363, 0.17340381, -0.2601843, 0
22, 964136177, 113.03723907470703, -86.60419464111328, 159.45103454589844, -0.3153153, 0.20017195, -0.29442787, 0
23, 964152844, 112.9187240600586, -86.65836334228516, 159.67678833007812, -0.070033535, 0.20945823, -0.31500244, 0
24, 964169511, 112.82342529296875, -86.71675872802734, 159.9170684814453, 0.11211254, 0.20705548, -0.27452946, 0
25, 964186178, 112.6139907836914, -86.76953887939453, 160.3276824951172, 0.21666206, 0.1987741, -0.20339775, 0
26, 964202845, 112.11286926269531, -86.8088607788086, 161.0697021484375, 0.24195275, 0.13811672, -0.107245445, 0
27, 964219512, 111.40365600585938, -86.8282470703125, 162.03607177734375, 0.21874811, 0.1282942, -0.013136864, 0
28, 964236179, 110.59806823730469, -86.82454681396484, 163.08694458007812, 0.1530011, 0.12881766, 0.043275833, 0
29, 964252846, 109.74017333984375, -86.80457305908203, 164.15371704101562, 0.08012112, 0.110258274, 0.10519123, 0
30, 964269513, 108.78115844726562, -86.77693939208984, 165.29721069335938, -0.047107816, 0.09793712, 0.17776775, 0
31, 964286180, 107.85411834716797, -86.74568176269531, 166.35873413085938, -0.16362736, 0.10771268, 0.28146172, 0
32, 964302847, 107.14434814453125, -86.71157836914062, 167.18423461914062, -0.25794983, 0.122896366, 0.4187603, 0
33, 964319514, 106.73038482666016, -86.67033386230469, 167.68785095214844, -0.36481562, 0.08104513, 0.48827076, 0
34, 964336181, 106.39662170410156, -86.62408447265625, 168.1009063720703, -0.4525224, 0.08756064, 0.47629166, 0
35, 964352848, 106.09951782226562, -86.58602905273438, 168.44151306152344, -0.54940176, 0.09403056, 0.4572935, 0
36, 964369515, 106.03714752197266, -86.56487274169922, 168.50282287597656, -0.6034946, 0.039684948, 0.40071583, 0
37, 964386182, 106.2774658203125, -86.56623840332031, 168.218017578125, -0.5555195, 0.02440605, 0.35782623, 0
38, 964402849, 106.83503723144531, -86.58683013916016, 167.58609008789062, -0.48039997, -0.033829805, 0.32305145, 0
39, 964419516, 107.71481323242188, -86.62078857421875, 166.63571166992188, -0.3883855, -0.17426948, 0.2532406, 0
40, 964436183, 108.7684326171875, -86.66129302978516, 165.53977966308594, -0.25044337, -0.21384111, 0.15955353, 0
41, 964452850, 109.88982391357422, -86.70401763916016, 164.40879821777344, -0.1307039, -0.20077118, 0.06166172, 0
42, 964469517, 111.00895690917969, -86.74658966064453, 163.30857849121094, -0.07685798, -0.17753334, 0.0021877289, 0
43, 964486184, 112.08512878417969, -86.78746795654297, 162.27008056640625, -0.06093723, -0.11719701, -0.04147625, 0
44, 964502851, 113.04043579101562, -86.8228759765625, 161.3718719482422, -0.03439708, -0.08887456, -0.14473152, 0
45, 964519518, 113.69672393798828, -86.8511734008789, 160.77798461914062, -0.019657293, -0.078797705, -0.17323303, 0
46, 964536185, 114.06451416015625, -86.86474609375, 160.47042846679688, 0.026680965, -0.114728086, -0.06470299, 0
47, 964552852, 114.04920196533203, -86.86793518066406, 160.5374755859375, 0.03515613, -0.13617617, 0.08048153, 0
48, 964569519, 113.8326187133789, -86.85888671875, 160.7810821533203, -0.115241714, -0.10315704, 0.18354034, 0
49, 964586186, 113.6627197265625, -86.83677673339844, 160.9608612060547, -0.23397918, -0.09645702, 0.17880821, 0
50, 964602853, 113.4994125366211, -86.80298614501953, 161.11903381347656, -0.2790628, -0.08492236, 0.13910103, 0
51, 964619520, 113.335693359375, -86.75961303710938, 161.27658081054688, -0.31707773, -0.049718894, 0.11794853, 0
52, 964636187, 113.27594757080078, -86.71878814697266, 161.3457794189453, -0.382622, -0.06414397, 0.12583447, 0
53, 964652854, 113.28409576416016, -86.6882553100586, 161.36618041992188, -0.38872302, -0.07152258, 0.12904263, 0
54, 964669521, 113.30842590332031, -86.67304229736328, 161.3914794921875, -0.38345256, -0.025060719, 0.110551834, 0
55, 964686188, 113.21697998046875, -86.67010498046875, 161.5498809814453, -0.3767159, -0.017294316, 0.10781956, 0
56, 964702855, 113.03459167480469, -86.675048828125, 161.80496215820312, -0.330657, -0.017731283, 0.123786926, 0
57, 964719522, 112.71952819824219, -86.68566131591797, 162.19189453125, -0.2551387, -0.016738886, 0.11371136, 0
58, 964736189, 112.19776153564453, -86.70082092285156, 162.77603149414062, -0.20946923, -0.018458135, 0.09288216, 0
59, 964752856, 111.51866149902344, -86.71795654296875, 163.5009002685547, -0.16397625, 0.0010464877, 0.120025635, 0
60, 964769523, 110.88323211669922, -86.73529815673828, 164.16915893554688, -0.1192949, 0.0139416205, 0.16579819, 0
61, 964786190, 110.2177734375, -86.75128173828125, 164.8503875732422, -0.12120996, 0.043756463, 0.15870762, 0
62, 964802857, 109.54347229003906, -86.76178741455078, 165.52610778808594, -0.14111267, 0.044781715, 0.11486912, 0
63, 964819524, 108.88835906982422, -86.76953887939453, 166.16806030273438, -0.17491588, 0.044619445, 0.07640743, 0
64, 964836191, 108.22126770019531, -86.7734146118164, 166.79592895507812, -0.1949679, 0.011577077, 0.06169033, 0
65, 964852858, 107.6247787475586, -86.7701416015625, 167.3289337158203, -0.17195992, 0.010264162, 0.09461784, 0
66, 964869525, 107.09722137451172, -86.76589965820312, 167.78472900390625, -0.09435606, -0.012391407, 0.115740776, 0
67, 964886192, 106.60733032226562, -86.76130676269531, 168.20225524902344, -0.021978922, -0.035943564, 0.07133865, 0
68, 964902859, 106.05683898925781, -86.75556945800781, 168.6930694580078, -0.0014626688, -0.06936166, 0.06496811, 0
69, 964919526, 105.50723266601562, -86.74526977539062, 169.2056121826172, -0.010812439, -0.093245804, 0.09132671, 0
70, 964936193, 105.01871490478516, -86.72822570800781, 169.67431640625, -0.04505485, -0.12730046, 0.13138962, 0
71, 964952860, 104.60706329345703, -86.71044158935547, 170.0787353515625, -0.09651468, -0.15138577, 0.15791321, 0
72, 964969527, 104.31143951416016, -86.69500732421875, 170.38206481933594, -0.10268029, -0.1240602, 0.2494812, 0
73, 964986194, 104.14244079589844, -86.68648529052734, 170.57786560058594, -0.1341556, -0.06467035, 0.2666664, 0
74, 965002861, 104.01815795898438, -86.689208984375, 170.7480010986328, -0.17316252, -0.054206036, 0.24718857, 0
75, 965019528, 103.92351531982422, -86.69417572021484, 170.8981475830078, -0.1719074, -0.061117157, 0.27540398, 0
76, 965036195, 103.83572387695312, -86.70218658447266, 171.04324340820312, -0.16317026, -0.10204082, 0.28224945, 0
77, 965052862, 103.68242645263672, -86.71229553222656, 171.24136352539062, -0.17285977, -0.06586324, 0.19748306, 0
78, 965069529, 103.69171905517578, -86.72816467285156, 171.27012634277344, -0.16517518, -0.025191251, 0.1629715, 0
79, 965086196, 103.83983612060547, -86.74315643310547, 171.1616973876953, -0.10937741, -0.03272744, 0.12639427, 0
80, 965102863, 103.93899536132812, -86.75333404541016, 171.10934448242188, -0.06811199, 0.040476855, 0.09646702, 0
81, 965119530, 103.93789672851562, -86.76069641113281, 171.15760803222656, -0.09310455, 0.024501937, 0.043034554, 0
82, 965136197, 103.88716888427734, -86.76790618896484, 171.24136352539062, -0.12903684, 0.051527295, 0.040276527, 0
83, 965152864, 103.91191864013672, -86.77330017089844, 171.23731994628906, -0.14904782, 0.040354818, 0.08397961, 0
84, 965169531, 103.96995544433594, -86.77803039550781, 171.18788146972656, -0.15725812, 0.0063035125, 0.089398384, 0
85, 965186198, 104.04181671142578, -86.78204345703125, 171.1259307861328, -0.16467227, -0.03564808, 0.15228844, 0
86, 965202865, 104.147705078125, -86.78618621826172, 171.01901245117188, -0.11873053, -0.05247101, 0.2196331, 0
87, 965219532, 104.12965393066406, -86.79289245605469, 171.0344696044922, -0.092650816, -0.06778924, 0.20895767, 0
88, 965236199, 103.8370590209961, -86.80487823486328, 171.31906127929688, -0.09480861, -0.08211844, 0.18911648, 0
