sep=,
DeviceTag:,Xsens_1,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2022.0.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Extended (Euler),,,,,,,,,,,,,,,,,
StartTime:,2023-05-16 13:58:40.378 +0200,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
18, 964036175, -105.8664321899414, -73.23284149169922, 71.88829040527344, 0.44661108, -0.0534491, 0.18578434, 0
19, 964052842, -105.39399719238281, -73.26311492919922, 71.64915466308594, 0.3418975, -0.011432017, 0.17265224, 0
20, 964069509, -104.91168975830078, -73.27525329589844, 71.44163513183594, 0.16823553, 0.039872922, 0.092375755, 0
21, 964086176, -104.50731658935547, -73.2825927734375, 71.3114242553711, 0.047371335, 0.058107335, 0.063604355, 0
22, 964102843, -104.2855453491211, -73.2970962524414, 71.30147552490234, -0.08664435, 0.08200936, -0.0069465637, 0
23, 964119510, -104.29185485839844, -73.3217544555664, 71.4460678100586, -0.055249274, 0.18789002, -0.15192986, 0
24, 964136177, -104.49420166015625, -73.35102844238281, 71.7619857788086, 0.04195785, 0.30788642, -0.2621441, 0
25, 964152844, -104.80349731445312, -73.37806701660156, 72.21709442138672, 0.16861236, 0.40564784, -0.31298256, 0
26, 964169511, -105.1730728149414, -73.39285278320312, 72.80770111083984, 0.27315965, 0.4373677, -0.30667686, 0
27, 964186178, -105.5448226928711, -73.3943862915039, 73.46044921875, 0.32177863, 0.3639059, -0.31176853, 0
28, 964202845, -105.84654235839844, -73.38939666748047, 74.05109405517578, 0.3382797, 0.31494004, -0.31491852, 0
29, 964219512, -106.0377426147461, -73.38404846191406, 74.49510955810547, 0.33245182, 0.32723838, -0.28718948, 0
30, 964236179, -106.10462951660156, -73.37913513183594, 74.75897216796875, 0.28354272, 0.33918864, -0.24808693, 0
31, 964252846, -106.07289123535156, -73.37822723388672, 74.87958526611328, 0.19124216, 0.31216925, -0.15214443, 0
32, 964269513, -105.95674133300781, -73.38502502441406, 74.87914276123047, 0.094479375, 0.24703859, -0.04244232, 0
33, 964286180, -105.77703857421875, -73.3973617553711, 74.78728485107422, 0.041823298, 0.22556682, 0.09006977, 0
34, 964302847, -105.55274963378906, -73.40940856933594, 74.63198852539062, 0.029158158, 0.24104375, 0.24270439, 0
35, 964319514, -105.28134155273438, -73.41790771484375, 74.43354797363281, -0.03854436, 0.20457046, 0.3382206, 0
36, 964336181, -105.02359008789062, -73.41664123535156, 74.24180603027344, -0.1543491, 0.060453102, 0.41058826, 0
37, 964352848, -104.85641479492188, -73.40880584716797, 74.0964584350586, -0.30237055, -0.016082652, 0.46048164, 0
38, 964369515, -104.80328369140625, -73.39077758789062, 73.99848937988281, -0.36275527, -0.10956873, 0.43449116, 0
39, 964386182, -104.82878875732422, -73.35982513427734, 73.93547058105469, -0.3450973, -0.14580533, 0.3719797, 0
40, 964402849, -104.90673828125, -73.31520080566406, 73.91529083251953, -0.24151021, -0.10808058, 0.28089905, 0
41, 964419516, -105.01085662841797, -73.2596664428711, 73.95763397216797, -0.086546004, -0.022400022, 0.1916256, 0
42, 964436183, -105.09667205810547, -73.1972427368164, 74.03443145751953, 0.008981644, 0.027923027, 0.034719467, 0
43, 964452850, -105.15864562988281, -73.13396453857422, 74.12049865722656, 0.12221599, 0.025557812, -0.052131653, 0
44, 964469517, -105.20952606201172, -73.07443237304688, 74.22111511230469, 0.17740402, 0.06670006, -0.084877014, 0
45, 964486184, -105.25870513916016, -73.02452850341797, 74.33113861083984, 0.23675565, 0.113592416, -0.14872551, 0
46, 964502851, -105.31578826904297, -72.98201751708984, 74.45531463623047, 0.27900988, 0.12688562, -0.24966145, 0
47, 964519518, -105.37870788574219, -72.94622039794922, 74.5864486694336, 0.29172197, 0.20281252, -0.2744274, 0
48, 964536185, -105.44149017333984, -72.91461944580078, 74.71743774414062, 0.3388966, 0.21353869, -0.17747211, 0
49, 964552852, -105.4525375366211, -72.8901596069336, 74.7911605834961, 0.32508796, 0.18636723, -0.0802412, 0
50, 964569519, -105.42391967773438, -72.87735748291016, 74.8048095703125, 0.25981683, 0.12319375, -0.027350426, 0
51, 964586186, -105.35797882080078, -72.87886810302734, 74.75308990478516, 0.1634814, 0.0627345, -0.0055561066, 0
52, 964602853, -105.27489471435547, -72.88629913330078, 74.66777801513672, 0.036007043, 0.037762515, 0.018915176, 0
53, 964619520, -105.19159698486328, -72.89234161376953, 74.58407592773438, -0.047246616, 0.064575575, 0.041391373, 0
54, 964636187, -105.11979675292969, -72.89502716064453, 74.5280990600586, -0.12869295, 0.09769416, 0.07748604, 0
55, 964652854, -105.06299591064453, -72.90076446533203, 74.51124572753906, -0.13339387, 0.13756597, 0.07719612, 0
56, 964669521, -105.03783416748047, -72.91082000732422, 74.54824829101562, -0.17515458, 0.16018604, 0.046774864, 0
57, 964686188, -105.0441665649414, -72.92713165283203, 74.62857818603516, -0.16936202, 0.20889878, 0.036102295, 0
58, 964702855, -105.0522232055664, -72.95134735107422, 74.72315979003906, -0.12423029, 0.2741677, 0.037363052, 0
59, 964719522, -105.0363998413086, -72.97879028320312, 74.81414031982422, -0.052021746, 0.28039232, 0.010583878, 0
60, 964736189, -104.98504638671875, -73.00909423828125, 74.86820983886719, -0.056124996, 0.23163252, -0.017159462, 0
61, 964752856, -104.90471649169922, -73.04591369628906, 74.87434387207031, 0.0016593601, 0.17407736, -0.021386147, 0
62, 964769523, -104.80316162109375, -73.08781433105469, 74.8368911743164, 0.05418446, 0.15659742, 0.019438744, 0
63, 964786190, -104.69398498535156, -73.13457489013672, 74.76031494140625, 0.08501539, 0.14181003, 0.03376007, 0
64, 964802857, -104.59056854248047, -73.18415069580078, 74.66896057128906, 0.12207607, 0.15384956, 0.002278328, 0
65, 964819524, -104.50520324707031, -73.23460388183594, 74.5874252319336, 0.15898253, 0.16238841, -0.008229256, 0
66, 964836191, -104.44627380371094, -73.28079986572266, 74.51834869384766, 0.17042595, 0.1495742, 7.991791E-4, 0
67, 964852858, -104.43573760986328, -73.32551574707031, 74.48243713378906, 0.17986445, 0.1344541, 0.015964508, 0
68, 964869525, -104.44895935058594, -73.37175750732422, 74.46240234375, 0.2093914, 0.10879549, 0.022192955, 0
69, 964886192, -104.479736328125, -73.41403198242188, 74.4659194946289, 0.22553217, 0.08723789, -0.007751465, 0
70, 964902859, -104.51824951171875, -73.4478759765625, 74.48287200927734, 0.20982502, 0.04912949, -0.03920269, 0
71, 964919526, -104.55521392822266, -73.47600555419922, 74.49805450439453, 0.20923093, 0.016477933, -0.013233185, 0
72, 964936193, -104.57258605957031, -73.49958801269531, 74.48322296142578, 0.14994903, 0.0020593365, 0.0035924911, 0
73, 964952860, -104.5745849609375, -73.51702880859375, 74.45591735839844, 0.12811941, 0.0053787273, 0.035778046, 0
74, 964969527, -104.55226135253906, -73.5318603515625, 74.42064666748047, 0.13783552, 0.017322477, 0.10658646, 0
75, 964986194, -104.51573181152344, -73.54058074951172, 74.39864349365234, 0.0904244, 0.06401344, 0.17542267, 0
76, 965002861, -104.50138854980469, -73.5438461303711, 74.40680694580078, 0.047700793, 0.06080223, 0.16648674, 0
77, 965019528, -104.4927749633789, -73.5425033569336, 74.43647003173828, 0.060202766, 0.10218386, 0.1736927, 0
78, 965036195, -104.46953582763672, -73.54134368896484, 74.46235656738281, 0.10299611, 0.16047627, 0.1528244, 0
79, 965052862, -104.42625427246094, -73.54173278808594, 74.47335052490234, 0.09214724, 0.12010301, 0.08287907, 0
80, 965069529, -104.38038635253906, -73.54464721679688, 74.48406219482422, 0.08370516, 0.07958514, 0.04172039, 0
81, 965086196, -104.33856201171875, -73.5528564453125, 74.49113464355469, 0.1367412, 0.13631418, 0.023996353, 0
82, 965102863, -104.29723358154297, -73.55896759033203, 74.4996337890625, 0.13360174, 0.17889921, -0.0018291473, 0
83, 965119530, -104.25727844238281, -73.56201934814453, 74.50423431396484, 0.14553554, 0.18850736, -0.047574043, 0
84, 965136197, -104.2159652709961, -73.56423950195312, 74.50233459472656, 0.15862535, 0.19814546, -0.08146858, 0
85, 965152864, -104.17976379394531, -73.56242370605469, 74.50981140136719, 0.18553989, 0.18898411, -0.035713196, 0
86, 965169531, -104.1679916381836, -73.55902862548828, 74.53721618652344, 0.122206606, 0.15525712, 0.021001816, 0
87, 965186198, -104.18838500976562, -73.56251525878906, 74.572509765625, 0.08501449, 0.10513222, 0.037804604, 0
88, 965202865, -104.22289276123047, -73.57225799560547, 74.60694885253906, 0.09927641, 0.14729638, 0.09058285, 0
89, 965219532, -104.22083282470703, -73.58202362060547, 74.6140365600586, 0.12877028, 0.18551005, 0.06875515, 0
90, 965236199, -104.19468688964844, -73.59054565429688, 74.61050415039062, 0.10627817, 0.15083134, 0.06403732, 0
91, 965252866, -104.13717651367188, -73.5973129272461, 74.59070587158203, 0.098327376, 0.124423854, 0.099066734, 0
92, 965269533, -104.05709838867188, -73.60440063476562, 74.54952239990234, 0.08642307, 0.09925093, 0.09558487, 0
93, 965286200, -103.99203491210938, -73.60942077636719, 74.50904083251953, 0.026724998, 0.009585912, 0.061507225, 0
94, 965302867, -103.95409393310547, -73.61309051513672, 74.48384857177734, 0.04370617, 0.0057357894, 0.014709473, 0
95, 965319534, -103.89959716796875, -73.61504364013672, 74.45213317871094, 0.11895404, 0.060459137, 0.03815174, 0
96, 965336201, -103.80899810791016, -73.61001586914062, 74.42536163330078, 0.2002542, 0.055440713, 0.047828674, 0
97, 965352868, -103.66939544677734, -73.5980224609375, 74.38197326660156, 0.20078392, 0.0014502638, 0.042860985, 0
98, 965369535, -103.51132202148438, -73.5808334350586, 74.31712341308594, 0.14054137, -0.08681768, 0.053424835, 0
99, 965386202, -103.36798858642578, -73.5621337890625, 74.24418640136719, 0.12382573, -0.0867066, 0.039730072, 0
100, 965402869, -103.18672180175781, -73.5444564819336, 74.13963317871094, 0.21849598, -0.0066574453, 0.03681183, 0
101, 965419536, -102.9433822631836, -73.51953887939453, 73.9962158203125, 0.27846137, 0.11827501, 0.059872627, 0
102, 965436203, -102.64308166503906, -73.48139953613281, 73.80878448486328, 0.24977572, 0.07704514, 0.02388668, 0
103, 965452870, -102.27098083496094, -73.43588256835938, 73.54193878173828, 0.17382513, 0.049524438, -0.009196281, 0
104, 965469537, -101.84291076660156, -73.39207458496094, 73.17632293701172, 0.091005534, 0.09674289, 0.03809452, 0
105, 965486204, -101.44132232666016, -73.35045623779297, 72.79232025146484, -0.0047536734, 0.106221065, 0.037579536, 0
106, 965502871, -101.07334899902344, -73.30590057373047, 72.45390319824219, 0.001880638, 0.20551749, 0.03718376, 0
107, 965519538, -100.68571472167969, -73.2542495727539, 72.11580657958984, 0.003588724, 0.31757882, 0.058707237, 0
108, 965536205, -100.30089569091797, -73.2018051147461, 71.77619934082031, -0.060737412, 0.25352928, 0.047008514, 0
109, 965552872, -99.96807098388672, -73.15718841552734, 71.46746063232422, -0.101320215, 0.119848765, 0.056028366, 0
110, 965569539, -99.67062377929688, -73.1226806640625, 71.15359497070312, -0.034554657, 0.12688898, 0.037905693, 0
111, 965586206, -99.36759948730469, -73.09056091308594, 70.790771484375, -0.024192149, 0.16131924, 0.0333786, 0
112, 965602873, -99.05572509765625, -73.04901885986328, 70.39888763427734, -0.08354154, 0.11319166, 0.12193298, 0
113, 965619540, -98.73209381103516, -73.00170135498047, 70.01073455810547, -0.10508238, 0.06375349, 0.09432602, 0
114, 965636207, -98.39362335205078, -72.94242858886719, 69.631103515625, -0.098392636, 0.025344804, 0.049235344, 0
115, 965652874, -98.04182434082031, -72.87324523925781, 69.24944305419922, -0.054497376, -0.039299835, 0.021165848, 0
116, 965669541, -97.70389556884766, -72.79891967773438, 68.89041137695312, -0.01895524, -0.088600315, -3.8909912E-4, 0
117, 965686208, -97.4246597290039, -72.7126235961914, 68.58843994140625, 0.034138028, -0.13505413, 0.07380104, 0
118, 965702875, -97.17002868652344, -72.62146759033203, 68.30567932128906, 0.13109392, -0.124696985, 0.122154236, 0
119, 965719542, -96.83869934082031, -72.52369689941406, 67.9660415649414, 0.2519125, -0.061098833, 0.1221323, 0
120, 965736209, -96.40232849121094, -72.40479278564453, 67.55042266845703, 0.16925831, -0.061402585, 0.1454649, 0
121, 965752876, -95.95421600341797, -72.2710189819336, 67.11670684814453, -0.010210519, -0.1521095, 0.11549759, 0
122, 965769543, -95.53778076171875, -72.13697814941406, 66.68731689453125, -0.03305578, -0.18606515, 0.029584885, 0
123, 965786210, -95.1551742553711, -72.00553894042969, 66.26016998291016, 0.017816218, -0.15184353, 0.066140175, 0
124, 965802877, -94.7820816040039, -71.87004089355469, 65.8270034790039, 0.18380857, -0.13669583, 0.14214039, 0
125, 965819544, -94.39847564697266, -71.71391296386719, 65.39091491699219, 0.24490047, -0.06607825, 0.1815567, 0
126, 965836211, -94.10372161865234, -71.53284454345703, 65.04935455322266, 0.21414329, -0.11376742, 0.20491886, 0
127, 965852878, -93.9197006225586, -71.33869171142578, 64.84172821044922, 0.1722364, -0.09603167, 0.09263992, 0
128, 965869545, -93.79315185546875, -71.14564514160156, 64.71483612060547, 0.19311653, -0.04789413, -0.01693821, 0
129, 965886212, -93.6809310913086, -70.96062469482422, 64.61087799072266, 0.22168685, -0.054341365, -0.06579685, 0
130, 965902879, -93.61006927490234, -70.78376007080078, 64.53633880615234, 0.29791012, -0.096607216, -0.09276962, 0
131, 965919546, -93.57099151611328, -70.61788177490234, 64.50052642822266, 0.45187166, -0.122940175, -0.07849407, 0
132, 965936213, -93.52967071533203, -70.46005249023438, 64.48313903808594, 0.5269117, -0.09697199, -0.06441879, 0
133, 965952880, -93.478759765625, -70.30070495605469, 64.50957489013672, 0.5755508, -0.17501143, -0.021063805, 0
134, 965969547, -93.43793487548828, -70.14112091064453, 64.60444641113281, 0.5979074, -0.25154248, -0.006266594, 0
135, 965986214, -93.37630462646484, -69.98036193847656, 64.73780059814453, 0.7540683, -0.3048379, 0.037056923, 0
136, 966002881, -93.26214599609375, -69.81505584716797, 64.88678741455078, 0.81251293, -0.24476066, 0.16631317, 0
137, 966019548, -93.17427825927734, -69.63468170166016, 65.10061645507812, 0.75378674, -0.29153576, 0.26922798, 0
138, 966036215, -93.18831634521484, -69.4405288696289, 65.4319076538086, 0.63823724, -0.5199269, 0.23317623, 0
139, 966052882, -93.28214263916016, -69.23723602294922, 65.84529113769531, 0.63485235, -0.7132513, 0.28627205, 0
140, 966069549, -93.4549560546875, -69.02408599853516, 66.3720703125, 0.92534006, -0.67167354, 0.49258327, 0
141, 966086216, -93.73037719726562, -68.79615783691406, 67.05581665039062, 1.1393967, -0.62710685, 0.6200485, 0
142, 966102883, -94.19039154052734, -68.52617645263672, 67.89158630371094, 1.0888814, -0.8683161, 0.60851383, 0
143, 966119550, -94.80003356933594, -68.21288299560547, 68.87515258789062, 1.1882986, -1.1985856, 0.677413, 0
144, 966136217, -95.53801727294922, -67.86678314208984, 69.99891662597656, 1.3269875, -1.2738549, 0.7806072, 0
145, 966152884, -96.49099731445312, -67.46085357666016, 71.30724334716797, 1.3906345, -1.3509275, 0.76737213, 0
146, 966169551, -97.65088653564453, -66.97360229492188, 72.80821990966797, 1.3912966, -1.5702634, 0.8147068, 0
147, 966186218, -98.88031005859375, -66.41108703613281, 74.43881225585938, 1.4476268, -1.5607796, 0.98529625, 0
148, 966202885, -100.10111999511719, -65.75294494628906, 76.12325286865234, 1.5936183, -1.5550685, 1.2256241, 0
149, 966219552, -101.33628845214844, -64.96625518798828, 77.8436279296875, 1.4955682, -1.7880434, 1.4272413, 0
150, 966236219, -102.6662826538086, -64.06358337402344, 79.60435485839844, 1.3641729, -2.068784, 1.6886063, 0
151, 966252886, -104.07766723632812, -63.061363220214844, 81.39395904541016, 1.211535, -1.9793632, 1.8719358, 0
152, 966269553, -105.51080322265625, -61.94706344604492, 83.172119140625, 1.1940129, -1.5865904, 1.9666643, 0
153, 966286220, -106.87398529052734, -60.7108268737793, 84.8985595703125, 1.0783352, -1.2037852, 1.9629717, 0
154, 966302887, -108.1554946899414, -59.350868225097656, 86.53306579589844, 0.8150691, -1.2267187, 1.991107, 0
155, 966319554, -109.40970611572266, -57.87739181518555, 88.06928253173828, 0.63776827, -1.1586789, 2.1248093, 0
156, 966336221, -110.64962768554688, -56.31401062011719, 89.51459503173828, 0.49247414, -0.86285096, 2.1721077, 0
157, 966352888, -111.85348510742188, -54.68427276611328, 90.8628921508789, 0.4110515, -0.6204914, 2.0966797, 0
158, 966369555, -113.01545715332031, -53.009761810302734, 92.09162902832031, 0.30620605, -0.22247854, 1.9620581, 0
159, 966386222, -114.10531616210938, -51.292903900146484, 93.21428680419922, 0.18330699, 0.27215987, 1.8400412, 0
160, 966402889, -115.09928894042969, -49.539913177490234, 94.25022888183594, 0.11488834, 0.61403984, 1.6505814, 0
161, 966419556, -115.97378540039062, -47.7769775390625, 95.18712615966797, -0.008939177, 0.783618, 1.4486952, 0
162, 966436223, -116.75048828125, -46.022605895996094, 96.01210021972656, -0.08237346, 0.98442316, 1.2106733, 0
163, 966452890, -117.50033569335938, -44.2926025390625, 96.75776672363281, -0.30491772, 1.2422119, 1.0128441, 0
164, 966469557, -118.20128631591797, -42.5926399230957, 97.44515991210938, -0.28745642, 1.3456398, 0.7029953, 0
165, 966486224, -118.78608703613281, -40.925777435302734, 98.07597351074219, -0.23522235, 1.4121076, 0.43348694, 0
166, 966502891, -119.29438018798828, -39.293060302734375, 98.64155578613281, -0.32550907, 1.5851892, 0.19435692, 0
167, 966519558, -119.80691528320312, -37.69636917114258, 99.15094757080078, -0.57643586, 1.7493367, -0.13904667, 0
168, 966536225, -120.33513641357422, -36.152610778808594, 99.6252670288086, -0.68370336, 1.7506511, -0.422719, 0
169, 966552892, -120.79190826416016, -34.66489028930664, 100.09317016601562, -0.6027148, 1.7620068, -0.7649193, 0
170, 966569559, -121.11640167236328, -33.23237991333008, 100.55010223388672, -0.58465177, 1.8143265, -1.0620918, 0
171, 966586226, -121.36027526855469, -31.861160278320312, 100.98682403564453, -0.76820195, 1.8176789, -1.2744894, 0
172, 966602893, -121.56877899169922, -30.57126808166504, 101.39746856689453, -0.93391466, 1.7268211, -1.4108, 0
173, 966619560, -121.77886199951172, -29.385786056518555, 101.75212097167969, -0.9981, 1.7071166, -1.6309719, 0
174, 966636227, -121.97648620605469, -28.307476043701172, 102.04816436767578, -0.92187715, 1.6177313, -1.782505, 0
175, 966652894, -122.14402770996094, -27.33412742614746, 102.2903060913086, -0.7375749, 1.4286762, -1.8885875, 0
176, 966669561, -122.2614974975586, -26.458663940429688, 102.48870086669922, -0.7055224, 1.3952702, -2.0369039, 0
177, 966686228, -122.33857727050781, -25.671390533447266, 102.6449203491211, -0.81030285, 1.2157859, -2.0806298, 0
178, 966702895, -122.40748596191406, -24.983654022216797, 102.76280975341797, -0.81937903, 0.9576759, -2.0054421, 0
179, 966719562, -122.49362182617188, -24.400924682617188, 102.84867858886719, -0.8290547, 0.8605516, -2.0132704, 0
180, 966736229, -122.60416412353516, -23.894481658935547, 102.92594909667969, -0.7717967, 0.89500165, -1.9594464, 0
181, 966752896, -122.67388916015625, -23.442771911621094, 103.01631164550781, -0.57147455, 0.89400333, -1.8002548, 0
182, 966769563, -122.6804428100586, -23.046630859375, 103.11448669433594, -0.4867549, 0.8428125, -1.7266607, 0
183, 966786230, -122.6448745727539, -22.703956604003906, 103.21795654296875, -0.44260126, 0.8333764, -1.5442867, 0
184, 966802897, -122.5560531616211, -22.405065536499023, 103.32572937011719, -0.35248262, 0.8565726, -1.4081869, 0
185, 966819564, -122.39283752441406, -22.1361026763916, 103.43466186523438, -0.28018332, 0.78616357, -1.3130379, 0
186, 966836231, -122.2046127319336, -21.901538848876953, 103.54619598388672, -0.3897004, 0.55423814, -1.1625185, 0
187, 966852898, -122.02720642089844, -21.700481414794922, 103.67112731933594, -0.43120053, 0.43194884, -0.90652466, 0
188, 966869565, -121.91761779785156, -21.544084548950195, 103.80110168457031, -0.43142247, 0.28728443, -0.7351713, 0
189, 966886232, -121.93378448486328, -21.428396224975586, 103.91633605957031, -0.3164101, 0.24636614, -0.53118134, 0
190, 966902899, -122.03009033203125, -21.334980010986328, 104.0125503540039, -0.19474751, 0.3726332, -0.52571297, 0
191, 966919566, -122.08800506591797, -21.2445125579834, 104.10630798339844, -0.13003336, 0.34393916, -0.5420084, 0
192, 966936233, -122.10649108886719, -21.156753540039062, 104.21284484863281, -0.20756195, 0.18778184, -0.4678297, 0
193, 966952900, -122.14813995361328, -21.088178634643555, 104.32842254638672, -0.28292626, 0.109862655, -0.4129324, 0
194, 966969567, -122.22904968261719, -21.026857376098633, 104.4532470703125, -0.19348355, 0.1685975, -0.36264324, 0
195, 966986234, -122.3216552734375, -20.967256546020508, 104.5853500366211, -0.07169871, 0.11201419, -0.30539703, 0
196, 967002901, -122.40526580810547, -20.92018699645996, 104.6965103149414, -0.013341935, 0.05000432, -0.30399132, 0
197, 967019568, -122.50569915771484, -20.884851455688477, 104.78644561767578, -0.07504403, -0.0518312, -0.24277496, 0
198, 967036235, -122.61494445800781, -20.85957908630371, 104.86357879638672, -0.06166812, -0.050712965, -0.1575222, 0
199, 967052902, -122.69165802001953, -20.83557891845703, 104.93060302734375, -0.07826865, 0.06373572, -0.15224552, 0
200, 967069569, -122.71556854248047, -20.8122615814209, 104.99971771240234, -0.0030791145, -0.014143118, -0.07412815, 0
201, 967086236, -122.67403411865234, -20.782793045043945, 105.07230377197266, -0.03235283, -0.017286269, -0.027602196, 0
202, 967102903, -122.62141418457031, -20.7401180267334, 105.15328979492188, -0.091224134, -0.04519499, 0.06515026, 0
203, 967119570, -122.59741973876953, -20.699861526489258, 105.22433471679688, -0.06423807, -0.1381053, 0.20874691, 0
204, 967136237, -122.64895629882812, -20.6663875579834, 105.26821899414062, -0.01282942, -0.14134724, 0.23348999, 0
205, 967152904, -122.76337432861328, -20.63121223449707, 105.29286193847656, 0.04982953, -0.08487346, 0.20265865, 0
206, 967169571, -122.85686492919922, -20.585357666015625, 105.30486297607422, 0.029714484, -0.1100903, 0.14355755, 0
207, 967186238, -122.89323425292969, -20.527238845825195, 105.3152084350586, 0.04191963, -0.09825183, 0.120173454, 0
208, 967202905, -122.90902709960938, -20.456878662109375, 105.33185577392578, 0.0034572985, -0.032565836, 0.15652084, 0
209, 967219572, -122.95287322998047, -20.38140869140625, 105.34564208984375, -0.061538033, -0.05405102, 0.11035442, 0
210, 967236239, -123.00843048095703, -20.30237579345703, 105.35697174072266, -0.0077035977, -0.09124559, 0.16596985, 0
211, 967252906, -123.05816650390625, -20.217302322387695, 105.36479949951172, -0.009440741, 0.08024406, 0.05796051, 0
212, 967269573, -123.11563873291016, -20.133115768432617, 105.37380981445312, 0.054250617, 0.04975387, -0.0018987656, 0
213, 967286240, -123.14439392089844, -20.051971435546875, 105.38134002685547, 0.11598512, 0.016570132, -0.01733303, 0
214, 967302907, -123.14810943603516, -19.975236892700195, 105.37847137451172, 0.05754073, 0.06468812, -0.07810974, 0
215, 967319574, -123.16862487792969, -19.898860931396484, 105.37065124511719, -0.012459953, -0.018705912, -0.005501747, 0
216, 967336241, -123.23318481445312, -19.832366943359375, 105.35070037841797, -0.04845068, -0.038179476, -0.033281326, 0
217, 967352908, -123.32038879394531, -19.773387908935547, 105.32650756835938, 0.022033013, 0.076112084, -0.13144302, 0
218, 967369575, -123.36582946777344, -19.711647033691406, 105.30868530273438, 0.124150045, 0.118942976, -0.10550499, 0
219, 967386242, -123.38463592529297, -19.640735626220703, 105.30393981933594, 0.036435965, 0.10125785, -0.097706795, 0
220, 967402909, -123.4263687133789, -19.57547950744629, 105.31201171875, -0.05889544, 0.015366963, -0.099170685, 0
221, 967419576, -123.494140625, -19.512292861938477, 105.330322265625, -0.03475135, 0.020997254, -0.18152428, 0
222, 967436243, -123.52330017089844, -19.449316024780273, 105.35298156738281, 0.16148476, 0.061837096, -0.19894981, 0
223, 967452910, -123.46459197998047, -19.382362365722656, 105.3641128540039, 0.18163624, 0.11648221, -0.17873669, 0
224, 967469577, -123.37586975097656, -19.312484741210938, 105.36514282226562, 0.052008558, 0.087278344, -0.05171299, 0
225, 967486244, -123.31110382080078, -19.25131607055664, 105.35542297363281, -0.065556124, -0.01449068, 0.06500721, 0
226, 967502911, -123.3235855102539, -19.20471954345703, 105.32577514648438, -0.08416179, -0.045351002, -0.025673866, 0
227, 967519578, -123.37397003173828, -19.175561904907227, 105.28921508789062, 0.046085466, -0.051179662, -0.02599144, 0
228, 967536245, -123.4168472290039, -19.14510154724121, 105.25902557373047, 0.084763266, 0.061327707, -0.07336044, 0
