sep=,
DeviceTag:,Xsens_1,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2023.0.0,,,,,,,,,,,,,,,,,
StartTime:,2023-07-03 15:58:29.000 +0200,,,,,,,,,,,,,,,,,
© Movella Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z,Status,
0, 844861702, 0.7259729, 0.08661121, -0.6696623, 0.13043907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.7763671875, 0.606201171875, -0.28271484375, 0, 
1, 844878369, 0.7279151, 0.08506123, -0.6680157, 0.12907034, 9.958431243896484, -0.4409828186035156, 0.9352514743804932, -16.125688552856445, 12.228038787841797, -1.8439891338348389, -0.77392578125, 0.60595703125, -0.281494140625, 0, 
2, 844895036, 0.72988725, 0.08334998, -0.6664734, 0.12700717, 9.969478607177734, -0.4192500710487366, 0.9245021343231201, -17.997079849243164, 13.716094970703125, -2.5660643577575684, -0.7724609375, 0.60986328125, -0.283203125, 0, 
3, 844911703, 0.7317447, 0.08166952, -0.6650994, 0.1245897, 9.881373405456543, -0.4280867576599121, 1.0291541814804077, -19.354612350463867, 15.215648651123047, -3.712338447570801, -0.7685546875, 0.609619140625, -0.283447265625, 0, 
4, 844928370, 0.73377264, 0.07982541, -0.663564, 0.12201862, 9.835927963256836, -0.4463575482368469, 1.1140217781066895, -21.178285598754883, 16.147714614868164, -4.8132405281066895, -0.7744140625, 0.60986328125, -0.2783203125, 0, 
5, 844945037, 0.7360346, 0.077433944, -0.6619059, 0.11890195, 9.815729141235352, -0.4239638149738312, 1.1182658672332764, -23.119691848754883, 16.95183563232422, -6.073416709899902, -0.7734375, 0.6103515625, -0.281005859375, 0, 
6, 844961704, 0.7382774, 0.07513189, -0.6602205, 0.11580402, 9.836371421813965, -0.46076101064682007, 1.123732089996338, -24.315088272094727, 17.362131118774414, -6.9746809005737305, -0.7705078125, 0.609619140625, -0.279052734375, 0, 
7, 844978371, 0.7404733, 0.07266625, -0.6585952, 0.112566955, 9.811286926269531, -0.4479561150074005, 1.195404291152954, -25.26937484741211, 17.609350204467773, -7.504944324493408, -0.772216796875, 0.614013671875, -0.280517578125, 0, 
8, 844995038, 0.74266577, 0.07007409, -0.6569632, 0.10925424, 9.776481628417969, -0.4698575437068939, 1.2762023210525513, -26.6829891204834, 17.90935707092285, -7.717813968658447, -0.772705078125, 0.612060546875, -0.2783203125, 0, 
9, 845011705, 0.74491316, 0.06724064, -0.6552759, 0.105814405, 9.824590682983398, -0.5279905796051025, 1.3084782361984253, -28.304044723510742, 18.47249984741211, -7.7038702964782715, -0.772216796875, 0.613037109375, -0.27880859375, 0, 
10, 845028372, 0.747183, 0.064292595, -0.65352726, 0.10240261, 9.83565902709961, -0.5658769607543945, 1.2751283645629883, -29.260141372680664, 19.121238708496094, -7.688557147979736, -0.77099609375, 0.613525390625, -0.276611328125, 0, 
11, 845045039, 0.74945176, 0.061215963, -0.65174943, 0.09898231, 9.798335075378418, -0.608144223690033, 1.2350903749465942, -29.685935974121094, 19.800125122070312, -7.592279434204102, -0.772705078125, 0.612548828125, -0.27392578125, 0, 
12, 845061706, 0.75169814, 0.05809905, -0.6499514, 0.095592365, 9.79484748840332, -0.639963686466217, 1.3019187450408936, -29.236324310302734, 20.429391860961914, -7.585748195648193, -0.77197265625, 0.613525390625, -0.2744140625, 0, 
13, 845078373, 0.75389355, 0.05515084, -0.648135, 0.09232688, 9.729952812194824, -0.6173297762870789, 1.3345052003860474, -28.244108200073242, 20.590993881225586, -8.056012153625488, -0.77099609375, 0.611328125, -0.27392578125, 0, 
14, 845095040, 0.7559929, 0.052367225, -0.6463592, 0.08917582, 9.622150421142578, -0.6313946843147278, 1.4661773443222046, -27.330177307128906, 20.144174575805664, -8.30756664276123, -0.769775390625, 0.614013671875, -0.27001953125, 0, 
