sep=,
DeviceTag:,Xsens_5,,,,,,,,,,,,,,,,,
FirmwareVersion:,2.2.1,,,,,,,,,,,,,,,,,
AppVersion:,2023.0.0,,,,,,,,,,,,,,,,,
StartTime:,2023-06-20 14:10:10.000 +0200,,,,,,,,,,,,,,,,,
© Movella Technologies B. V. 2005-2023,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status,
687, 727794987, 0.67391783, 0.22522555, 0.13402198, -0.69075793, -4.956782817840576, 1.0540443658828735, 8.554675102233887, 2.5193562507629395, 12.569759368896484, 0.731460690498352, 0, 
688, 727811654, 0.673546, 0.22677515, 0.13540514, -0.69034374, -4.832208633422852, 1.1723353862762451, 8.548264503479004, 1.8184770345687866, 14.012307167053223, -0.06958334147930145, 0, 
689, 727828321, 0.6731427, 0.22813268, 0.13690194, -0.6899944, -4.855860710144043, 1.0894896984100342, 8.361888885498047, 0.4990125596523285, 13.555094718933105, -0.8747960329055786, 0, 
690, 727844988, 0.6727433, 0.22925305, 0.13835356, -0.68972296, -4.824960231781006, 1.1527050733566284, 8.332823753356934, -0.3170149326324463, 12.0948486328125, -1.3696718215942383, 0, 
691, 727861655, 0.6724226, 0.2300982, 0.13960572, -0.689502, -4.925329208374023, 1.09013831615448, 8.332613945007324, -0.7195442914962769, 9.712596893310547, -1.177051305770874, 0, 
692, 727878322, 0.671794, 0.23079258, 0.1410562, -0.6895873, -5.07337760925293, 1.00126051902771, 8.300090789794922, -1.576430082321167, 9.725580215454102, -4.511172771453857, 0, 
693, 727894989, 0.6708529, 0.23157065, 0.14274508, -0.68989515, -4.926069736480713, 1.1556575298309326, 8.397295951843262, -1.6081647872924805, 11.173803329467773, -7.318263530731201, 0, 
694, 727911656, 0.66985685, 0.23259225, 0.14448544, -0.690157, -4.964487075805664, 1.1867549419403076, 8.437360763549805, -0.6868113875389099, 12.692907333374023, -7.208795070648193, 0, 
695, 727928323, 0.66889673, 0.23373039, 0.14624363, -0.69033337, -5.061568737030029, 1.1043579578399658, 8.332120895385742, -0.37688472867012024, 13.4299898147583, -6.557771682739258, 0, 
696, 727944990, 0.66810644, 0.23464872, 0.14771296, -0.6904743, -5.008052825927734, 1.1016281843185425, 8.275300025939941, -0.32608187198638916, 10.943621635437012, -5.345405578613281, 0, 
697, 727961657, 0.66755193, 0.23554562, 0.14881118, -0.69046944, -5.132307529449463, 1.1807241439819336, 8.437335968017578, 0.8101170659065247, 9.133400917053223, -2.97983980178833, 0, 
698, 727978324, 0.66716444, 0.2364198, 0.14959733, -0.6903753, -5.177206516265869, 1.1179486513137817, 8.3948335647583, 1.8243541717529297, 7.5672736167907715, -1.2947413921356201, 0, 
699, 727994991, 0.6668964, 0.23710288, 0.15035735, -0.69023496, -5.315107822418213, 0.9074864983558655, 8.260369300842285, 0.8308888673782349, 6.49180793762207, -0.6706365942955017, 0, 
700, 728011658, 0.6657059, 0.23768303, 0.15250976, -0.6907123, -5.161461353302002, 0.9600127935409546, 8.134634017944336, -4.106814384460449, 12.335049629211426, -10.25619888305664, 0, 
701, 728028325, 0.66530335, 0.23833469, 0.1536769, -0.6906167, -5.1967315673828125, 1.1671503782272339, 8.396282196044922, -0.989437997341156, 8.274863243103027, -2.206873893737793, 0, 
702, 728044992, 0.664948, 0.23919688, 0.15468118, -0.6904368, -5.306336879730225, 1.01139497756958, 8.296953201293945, 0.5807424783706665, 8.61735725402832, -1.1076663732528687, 0, 
703, 728061659, 0.66466254, 0.24026127, 0.15556292, -0.6901438, -5.279247760772705, 1.0744638442993164, 8.350481986999512, 1.8513246774673462, 9.12894344329834, 0.1565704643726349, 0, 
704, 728078326, 0.664447, 0.24137333, 0.1562822, -0.68980074, -5.191061496734619, 1.0482070446014404, 8.231776237487793, 2.6715590953826904, 8.620635032653809, 1.0383776426315308, 0, 
705, 728094993, 0.6642855, 0.2423878, 0.15708059, -0.68941927, -5.208049297332764, 0.9701731204986572, 8.094154357910156, 1.7190606594085693, 8.525303840637207, 1.232675313949585, 0, 
706, 728111660, 0.66402155, 0.24335805, 0.15812409, -0.689093, -5.258185386657715, 1.0391348600387573, 8.122021675109863, 0.586121141910553, 9.453866958618164, 0.038636766374111176, 0, 
707, 728128327, 0.6637432, 0.24445307, 0.15914267, -0.68873906, -5.262457847595215, 1.1558836698532104, 8.270777702331543, 1.2675857543945312, 9.99251651763916, 0.2749395966529846, 0, 
708, 728144994, 0.66343987, 0.24561833, 0.1600147, -0.6884145, -5.328451633453369, 1.0917954444885254, 8.20246410369873, 2.355959177017212, 9.634757041931152, 0.34536173939704895, 0, 
709, 728161661, 0.66319126, 0.24674772, 0.16061856, -0.68810946, -5.379289627075195, 1.1007254123687744, 8.185494422912598, 3.3904950618743896, 8.149080276489258, 0.9280123710632324, 0, 
710, 728178328, 0.6629659, 0.24781986, 0.16126703, -0.6877896, -5.452673435211182, 0.9824308156967163, 8.07004451751709, 2.8628857135772705, 8.080796241760254, 0.9672895073890686, 0, 
711, 728194995, 0.6625005, 0.24898747, 0.1623629, -0.68755865, -5.384754657745361, 1.1062586307525635, 8.07974910736084, 1.6897728443145752, 10.686120986938477, -1.2286224365234375, 0, 
712, 728211662, 0.6618914, 0.25039107, 0.16369244, -0.6873202, -5.467360973358154, 1.1732734441757202, 8.25914478302002, 1.8979405164718628, 13.03967571258545, -2.011103868484497, 0, 
713, 728228329, 0.66097325, 0.2522588, 0.16541946, -0.6871074, -5.615777969360352, 1.125256896018982, 8.291918754577637, 2.692985773086548, 17.346052169799805, -3.7502217292785645, 0, 
714, 728244996, 0.6600298, 0.25415325, 0.167202, -0.6868847, -5.546680927276611, 1.0613147020339966, 8.110577583312988, 2.583683967590332, 17.76967430114746, -3.8900415897369385, 0, 
715, 728261663, 0.65918374, 0.25570196, 0.1689985, -0.6866827, -5.449951648712158, 0.9860666394233704, 7.86024284362793, 0.80315101146698, 16.052825927734375, -3.9465174674987793, 0, 
716, 728278330, 0.6583481, 0.25705612, 0.17085743, -0.6865186, -5.564248085021973, 1.1104283332824707, 7.992697715759277, -0.34734055399894714, 15.338704109191895, -4.405215740203857, 0, 
717, 728294997, 0.6576002, 0.2582468, 0.17257437, -0.6863591, -5.61069917678833, 1.026462197303772, 7.860517978668213, -0.5674945712089539, 13.81291389465332, -3.9529199600219727, 0, 
718, 728311664, 0.6570505, 0.25925806, 0.17393649, -0.68616045, -5.5766921043396, 1.0766944885253906, 7.861052989959717, -0.10198340564966202, 11.196710586547852, -2.4235448837280273, 0, 
719, 728328331, 0.65663004, 0.2602661, 0.17485952, -0.6859466, -5.561547756195068, 1.1391797065734863, 7.953385353088379, 1.706023931503296, 9.0699462890625, -0.9667067527770996, 0, 
720, 728344998, 0.6563098, 0.2611756, 0.17557196, -0.6857254, -5.704429626464844, 0.9193905591964722, 7.73176383972168, 2.065293550491333, 7.547359943389893, -0.2010021209716797, 0, 
721, 728361665, 0.65552914, 0.26241532, 0.17674336, -0.6856979, -5.898181915283203, 1.0046324729919434, 7.933436393737793, 2.4529550075531006, 11.383389472961426, -3.672959089279175, 0, 
722, 728378332, 0.6545636, 0.2639478, 0.17822534, -0.68564844, -5.901841163635254, 0.9942671656608582, 7.917922496795654, 2.6143548488616943, 14.427224159240723, -4.649983882904053, 0, 
723, 728394999, 0.6535353, 0.2655155, 0.17978819, -0.6856161, -5.759472846984863, 0.9968855977058411, 7.797711372375488, 2.527078866958618, 15.003074645996094, -5.1258416175842285, 0, 
724, 728411666, 0.6527906, 0.26697734, 0.18083814, -0.68548185, -5.8454976081848145, 1.0586856603622437, 7.892057418823242, 3.825310230255127, 12.03515911102295, -2.5258939266204834, 0, 
725, 728428333, 0.652268, 0.26837015, 0.18142158, -0.6852813, -5.979396343231201, 0.9572134613990784, 7.832351207733154, 5.22464656829834, 9.461692810058594, -0.41214048862457275, 0, 
726, 728445000, 0.65160364, 0.2699933, 0.18240148, -0.6850155, -5.999942302703857, 0.884142279624939, 7.739062309265137, 4.5687713623046875, 12.62169075012207, -1.2304284572601318, 0, 
727, 728461667, 0.6507527, 0.2721722, 0.1841078, -0.6845055, -6.074004650115967, 0.9960505366325378, 7.867161750793457, 3.6778345108032227, 19.181299209594727, -1.6668574810028076, 0, 
728, 728478334, 0.64974993, 0.27462995, 0.18620963, -0.6839075, -6.218694686889648, 0.9300232529640198, 7.884312152862549, 3.237489700317383, 22.620424270629883, -2.3744616508483887, 0, 
729, 728495001, 0.6490158, 0.2774374, 0.18836401, -0.68288076, -6.191152572631836, 0.9088252782821655, 7.73447322845459, 3.4956932067871094, 24.964447021484375, 1.1520106792449951, 0, 
730, 728511668, 0.64858675, 0.2798107, 0.19013868, -0.6818274, -6.155534267425537, 0.9885088801383972, 7.466143608093262, 2.7254769802093506, 20.887123107910156, 2.8653738498687744, 0, 
731, 728528335, 0.6479904, 0.28202724, 0.19210532, -0.6809294, -6.1885986328125, 1.0317707061767578, 7.569016456604004, 1.650843620300293, 20.928464889526367, 0.8143187165260315, 0, 
732, 728545002, 0.6477566, 0.28399473, 0.193449, -0.679953, -6.0425004959106445, 1.1377681493759155, 7.561953544616699, 2.6517751216888428, 16.660884857177734, 3.740379810333252, 0, 
733, 728561669, 0.6476607, 0.28587133, 0.19445278, -0.67897093, -6.190459728240967, 1.0417144298553467, 7.467447280883789, 3.5584397315979004, 14.549525260925293, 4.951963901519775, 0, 
734, 728578336, 0.6473929, 0.28783378, 0.19540216, -0.678124, -6.2507853507995605, 1.1496095657348633, 7.601644515991211, 4.714085102081299, 14.672144889831543, 3.7702436447143555, 0, 
735, 728595003, 0.64721125, 0.2896566, 0.19598466, -0.6773527, -6.303189754486084, 1.0494344234466553, 7.422942638397217, 5.733623504638672, 12.122344017028809, 4.373498439788818, 0, 
736, 728611670, 0.64663804, 0.29185218, 0.19716118, -0.676616, -6.432494163513184, 1.0664699077606201, 7.449665069580078, 5.452565670013428, 16.961374282836914, 1.7150541543960571, 0, 
737, 728628337, 0.64614165, 0.29409498, 0.19842829, -0.6757481, -6.257103443145752, 1.129648208618164, 7.36327600479126, 4.908590316772461, 17.742258071899414, 2.5382347106933594, 0, 
738, 728645004, 0.646025, 0.29586297, 0.1993976, -0.6748018, -6.183101177215576, 1.0739386081695557, 7.047060012817383, 3.308894157409668, 13.854085922241211, 4.605268955230713, 0, 
739, 728661671, 0.64577293, 0.2974462, 0.20067756, -0.6739672, -6.469837188720703, 1.0284900665283203, 7.041699409484863, 1.4747161865234375, 14.33511734008789, 2.5953369140625, 0, 
740, 728678338, 0.645364, 0.2992466, 0.20207499, -0.67314374, -6.679835319519043, 1.1642577648162842, 7.409936428070068, 2.230893850326538, 16.05652618408203, 1.8788597583770752, 0, 
741, 728695005, 0.6448776, 0.30140653, 0.20356731, -0.67219603, -6.563628673553467, 1.1103626489639282, 7.311087608337402, 3.3742852210998535, 18.504276275634766, 2.3760290145874023, 0, 
742, 728711672, 0.644571, 0.3034361, 0.20529222, -0.6710513, -6.438597679138184, 0.961518406867981, 6.926478862762451, 1.073685646057129, 19.089733123779297, 3.4145355224609375, 0, 
743, 728728339, 0.64452505, 0.30482137, 0.2066692, -0.6700443, -6.402041912078857, 1.0943440198898315, 6.888209819793701, -0.5272955298423767, 13.920462608337402, 3.8252859115600586, 0, 
744, 728745006, 0.644763, 0.30558226, 0.20751017, -0.66920835, -6.541599750518799, 1.0283336639404297, 6.862756252288818, -1.176193118095398, 7.905720233917236, 4.610107898712158, 0, 
745, 728761673, 0.6447542, 0.30624554, 0.20834765, -0.6686533, -6.577690124511719, 1.1606367826461792, 6.980737209320068, -0.6733259558677673, 7.203700542449951, 2.0981926918029785, 0, 
746, 728778340, 0.6445707, 0.30733237, 0.2089574, -0.668141, -6.742856025695801, 1.288770079612732, 7.3725457191467285, 2.6803698539733887, 8.30147647857666, 2.191692352294922, 0, 
747, 728795007, 0.6443341, 0.30879253, 0.20948055, -0.6675318, -6.766753196716309, 1.114867091178894, 7.178009510040283, 4.704914093017578, 9.91274642944336, 3.0958211421966553, 0, 
748, 728811674, 0.6440628, 0.3103164, 0.21021923, -0.6668544, -6.620388507843018, 1.095258355140686, 6.921473026275635, 3.9734413623809814, 11.355985641479492, 2.87393856048584, 0, 
749, 728828341, 0.6439582, 0.3116037, 0.2111887, -0.6660482, -6.76165771484375, 1.028743863105774, 6.844363212585449, 1.3267769813537598, 11.326812744140625, 3.373335361480713, 0, 
750, 728845008, 0.6436167, 0.31316712, 0.21256031, -0.6652083, -6.8565754890441895, 1.2540286779403687, 7.180502891540527, 1.1654938459396362, 14.787540435791016, 1.9778398275375366, 0, 
751, 728861675, 0.6433359, 0.31500393, 0.21394135, -0.66416895, -6.892385005950928, 1.2102874517440796, 7.189540386199951, 1.9107606410980225, 16.419933319091797, 3.516511917114258, 0, 
752, 728878342, 0.64305574, 0.31718373, 0.21537687, -0.66293806, -6.85369873046875, 1.2401539087295532, 7.139977931976318, 2.8959803581237793, 18.64143180847168, 4.754811763763428, 0, 
753, 728895009, 0.64300764, 0.3195175, 0.21677627, -0.6614062, -7.069807052612305, 1.133364200592041, 7.051697731018066, 2.7892913818359375, 19.4969539642334, 7.448555946350098, 0, 
754, 728911676, 0.64264023, 0.3218808, 0.21906209, -0.6598623, -7.0719780921936035, 0.9781199097633362, 6.730541229248047, -0.42763686180114746, 24.05170249938965, 4.145820140838623, 0, 
755, 728928343, 0.6419107, 0.32422343, 0.22214536, -0.658393, -6.817951679229736, 1.2572150230407715, 6.790130138397217, -3.2229130268096924, 27.861356735229492, 0.37809571623802185, 0, 
756, 728945010, 0.6414708, 0.3261078, 0.22445785, -0.65710557, -6.820857524871826, 1.3799370527267456, 6.871255874633789, -2.123866081237793, 21.537919998168945, 1.9065868854522705, 0, 
757, 728961677, 0.6409409, 0.32836723, 0.22613195, -0.6559225, -7.102016925811768, 1.481105923652649, 7.16461181640625, 2.777048349380493, 20.32140350341797, 3.048696994781494, 0, 
758, 728978344, 0.6405913, 0.33087492, 0.22700885, -0.6546997, -7.115365505218506, 1.364766240119934, 6.988302707672119, 6.996951103210449, 17.737831115722656, 6.222217559814453, 0, 
759, 728995011, 0.640112, 0.33367214, 0.22788067, -0.6534448, -7.214074611663818, 1.2807008028030396, 6.7707061767578125, 8.54000473022461, 19.294464111328125, 6.242631912231445, 0, 
760, 729011678, 0.639664, 0.33670488, 0.22882657, -0.65199554, -7.145748138427734, 1.3284715414047241, 6.7175679206848145, 8.867633819580078, 21.0751953125, 7.4378662109375, 0, 
761, 729028345, 0.6392451, 0.33990073, 0.23031262, -0.6502225, -7.171370983123779, 1.199661374092102, 6.43162202835083, 6.587834358215332, 24.886249542236328, 7.9979705810546875, 0, 
762, 729045012, 0.6386072, 0.34337202, 0.23238216, -0.6482864, -7.162166118621826, 1.4536616802215576, 6.616949558258057, 5.442716598510742, 29.409507751464844, 6.808723449707031, 0, 
763, 729061679, 0.6384137, 0.3469827, 0.23381932, -0.6460338, -7.235621452331543, 1.5202085971832275, 6.626279830932617, 7.3181352615356445, 27.29217529296875, 11.895370483398438, 0, 
764, 729078346, 0.6382456, 0.35103953, 0.2354654, -0.64340496, -7.571274757385254, 1.2959339618682861, 6.509248733520508, 7.6835737228393555, 31.047653198242188, 13.876955032348633, 0, 
765, 729095013, 0.63779116, 0.35509422, 0.23740156, -0.6409143, -7.3748393058776855, 1.4298661947250366, 6.295529365539551, 7.305516719818115, 32.4407844543457, 11.301114082336426, 0, 
766, 729111680, 0.637099, 0.35881385, 0.23935556, -0.638801, -7.405265808105469, 1.477428674697876, 6.137518405914307, 6.953861236572266, 30.509117126464844, 8.009145736694336, 0, 
767, 729128347, 0.63659376, 0.36196226, 0.2406707, -0.63703173, -7.329316139221191, 1.549635410308838, 6.045716762542725, 7.363271713256836, 24.04585075378418, 7.958154201507568, 0, 
768, 729145014, 0.6362875, 0.36482534, 0.24161091, -0.6353463, -7.347043991088867, 1.5470826625823975, 5.932130813598633, 7.399575233459473, 20.617521286010742, 8.924148559570312, 0, 
769, 729161681, 0.63571364, 0.36769095, 0.24247865, -0.63393664, -7.603159427642822, 1.5892685651779175, 6.12445592880249, 8.8565034866333, 20.06421661376953, 6.734396934509277, 0, 
770, 729178348, 0.6352375, 0.37022585, 0.24323297, -0.63264835, -7.4384446144104, 1.4697909355163574, 5.726592063903809, 7.860726356506348, 17.656932830810547, 6.3652119636535645, 0, 
771, 729195015, 0.63495517, 0.37220648, 0.2438185, -0.63154334, -7.382508754730225, 1.557759165763855, 5.630908966064453, 5.986704349517822, 13.718186378479004, 5.910404205322266, 0, 
772, 729211682, 0.634857, 0.37356183, 0.2444843, -0.6305835, -7.471810340881348, 1.38967764377594, 5.372453212738037, 2.681471586227417, 10.673572540283203, 4.82280969619751, 0, 
773, 729228349, 0.6345433, 0.37479928, 0.24559587, -0.6297325, -7.585893154144287, 1.5603193044662476, 5.664296627044678, 0.9705682992935181, 12.190423011779785, 2.070378303527832, 0, 
774, 729245016, 0.63410836, 0.3761395, 0.24669947, -0.62893975, -7.650010585784912, 1.6537436246871948, 5.851418495178223, 1.864221453666687, 12.655088424682617, 1.4859471321105957, 0, 
775, 729261683, 0.63365537, 0.37760505, 0.24757819, -0.6281722, -7.736784934997559, 1.608346939086914, 5.853370189666748, 3.4728024005889893, 12.182252883911133, 2.0909323692321777, 0, 
776, 729278350, 0.63319045, 0.37915698, 0.24843244, -0.62736845, -7.751277446746826, 1.5616368055343628, 5.743542671203613, 3.923048496246338, 12.56271743774414, 2.40942645072937, 0, 
777, 729295017, 0.63276577, 0.38048947, 0.24944983, -0.626586, -7.619606971740723, 1.5515598058700562, 5.535780906677246, 2.196840763092041, 12.202254295349121, 1.6893248558044434, 0, 
778, 729311684, 0.6319652, 0.3819501, 0.25094542, -0.62590784, -7.749967575073242, 1.7321404218673706, 5.7856974601745605, 1.8551933765411377, 15.205965042114258, -1.4143279790878296, 0, 
779, 729328351, 0.6309665, 0.38348264, 0.25258464, -0.62531865, -7.816133975982666, 1.6967190504074097, 5.733926296234131, 2.2243878841400146, 16.24777603149414, -2.9074599742889404, 0, 
780, 729345018, 0.62994087, 0.38525328, 0.2544489, -0.6245079, -7.9434027671813965, 1.6481657028198242, 5.76787805557251, 1.9751001596450806, 18.878799438476562, -2.2414021492004395, 0, 
781, 729361685, 0.62865454, 0.38753682, 0.2566561, -0.62348723, -8.165436744689941, 1.7100909948349, 5.9104766845703125, 3.0478153228759766, 23.579164505004883, -2.46236515045166, 0, 
782, 729378352, 0.62707514, 0.3903331, 0.2594879, -0.62215984, -8.142168045043945, 1.6023473739624023, 5.750110149383545, 2.8264734745025635, 29.810312271118164, -3.1523897647857666, 0, 
783, 729395019, 0.62553346, 0.39348328, 0.262537, -0.6204459, -7.79701566696167, 1.7932931184768677, 5.701725482940674, 2.6314332485198975, 33.231361389160156, -1.2767146825790405, 0, 
784, 729411686, 0.6243635, 0.39672586, 0.26548433, -0.6183016, -7.801079273223877, 1.6921859979629517, 5.393878936767578, 1.6800076961517334, 33.68215560913086, 2.602311611175537, 0, 
785, 729428353, 0.62354493, 0.399594, 0.26761314, -0.61636, -7.762197017669678, 1.9125903844833374, 5.298599720001221, 2.9650232791900635, 27.38127326965332, 4.774322509765625, 0, 
786, 729445020, 0.623325, 0.4016597, 0.26804218, -0.61505204, -7.838388919830322, 1.9193615913391113, 5.208467960357666, 6.248799800872803, 13.852410316467285, 7.788585186004639, 0, 
787, 729461687, 0.6234386, 0.4032324, 0.26754376, -0.61412406, -7.918184280395508, 1.7521790266036987, 5.118895053863525, 7.8371453285217285, 6.129507064819336, 9.222588539123535, 0, 
788, 729478354, 0.6239311, 0.40432155, 0.2663213, -0.6134388, -7.654813289642334, 1.8297488689422607, 4.982724189758301, 8.216752052307129, -0.3862205445766449, 10.899569511413574, 0, 
789, 729495021, 0.62452054, 0.4048864, 0.26488185, -0.61308956, -7.770287990570068, 1.6607122421264648, 4.80605411529541, 7.2286505699157715, -4.639954090118408, 9.510525703430176, 0, 
790, 729511688, 0.6245038, 0.4057745, 0.26390785, -0.6129395, -8.079851150512695, 1.8653289079666138, 5.308139801025391, 8.70559310913086, -0.7285343408584595, 5.392474174499512, 0, 
791, 729528355, 0.6244119, 0.40702027, 0.26302698, -0.6125858, -8.36535930633545, 1.6002980470657349, 5.203952312469482, 9.688251495361328, 1.8827009201049805, 6.340093612670898, 0, 
792, 729545022, 0.6237144, 0.408725, 0.26323307, -0.6120724, -8.282562255859375, 1.6289448738098145, 5.11793327331543, 8.485952377319336, 10.023279190063477, 2.2628190517425537, 0, 
793, 729561689, 0.6229818, 0.41038436, 0.26380548, -0.61146134, -8.168416023254395, 1.7215749025344849, 5.037962913513184, 6.673648357391357, 11.741021156311035, 1.4224275350570679, 0, 
794, 729578356, 0.62223226, 0.41175804, 0.2646835, -0.6109216, -8.212794303894043, 1.7016723155975342, 4.919589042663574, 4.34086799621582, 11.679254531860352, -0.3349438011646271, 0, 
795, 729595023, 0.62188756, 0.4126729, 0.26530898, -0.6103836, -8.155830383300781, 1.7623220682144165, 4.844901084899902, 2.2965891361236572, 7.928541660308838, 1.2385921478271484, 0, 
796, 729611690, 0.62178314, 0.41316268, 0.2658064, -0.6099423, -8.062437057495117, 1.7792531251907349, 4.789148807525635, 0.5115113258361816, 4.885392189025879, 1.4216588735580444, 0, 
797, 729628357, 0.6214127, 0.41385072, 0.2664831, -0.6095579, -8.233013153076172, 1.933954119682312, 5.195374488830566, 1.4665964841842651, 6.807806491851807, -0.08396485447883606, 0, 
798, 729645024, 0.6208454, 0.41490424, 0.26736167, -0.6090348, -8.401927947998047, 1.7881860733032227, 5.215359687805176, 2.4883389472961426, 9.956903457641602, -0.22215823829174042, 0, 
799, 729661691, 0.6199851, 0.4163421, 0.26882067, -0.60828716, -8.261037826538086, 1.827262282371521, 5.143180847167969, 2.1207330226898193, 15.222816467285156, -1.438685655593872, 0, 
800, 729678358, 0.61890256, 0.41768226, 0.27081078, -0.6075877, -8.108169555664062, 1.8207913637161255, 4.84524393081665, 0.2097170054912567, 17.35059928894043, -4.275001525878906, 0, 
801, 729695025, 0.61800915, 0.41858935, 0.27260378, -0.60707104, -8.093942642211914, 1.8730896711349487, 4.7850871086120605, -1.0135529041290283, 13.826539993286133, -4.50351619720459, 0, 
802, 729711692, 0.6172796, 0.41953936, 0.27385873, -0.6065922, -8.254043579101562, 1.9971280097961426, 5.082258224487305, 1.013687014579773, 11.302978515625, -2.350407838821411, 0, 
803, 729728359, 0.6165093, 0.42088705, 0.27472037, -0.60605204, -8.487935066223145, 1.858647346496582, 5.128836154937744, 4.344517707824707, 11.54633903503418, -0.37780672311782837, 0, 
804, 729745026, 0.6155229, 0.4226311, 0.2755353, -0.60547066, -8.361994743347168, 1.9354685544967651, 5.082347393035889, 6.765677452087402, 13.527206420898438, -0.21914887428283691, 0, 
805, 729761693, 0.6144979, 0.42461473, 0.27641487, -0.6047229, -8.3785982131958, 1.8716007471084595, 4.95543098449707, 7.308526992797852, 15.354482650756836, 0.589899480342865, 0, 
806, 729778360, 0.6132516, 0.42672297, 0.27782887, -0.60385525, -8.411188125610352, 1.8023463487625122, 4.77983283996582, 6.029827117919922, 18.90144157409668, -1.1462531089782715, 0, 
807, 729795027, 0.61198944, 0.4287175, 0.27955794, -0.6029243, -8.300446510314941, 1.8362294435501099, 4.618524074554443, 4.168934345245361, 19.974376678466797, -2.087329626083374, 0, 
808, 729811694, 0.6110146, 0.43061304, 0.28088376, -0.60194516, -8.167586326599121, 2.027279853820801, 4.711607933044434, 4.484865188598633, 17.456790924072266, 0.30548301339149475, 0, 
809, 729828361, 0.6102864, 0.4326169, 0.2814088, -0.60100126, -8.541958808898926, 2.0004215240478516, 4.852896690368652, 7.591610908508301, 13.960176467895508, 3.7567718029022217, 0, 
810, 729845028, 0.60969687, 0.434671, 0.28154507, -0.6000527, -8.522639274597168, 1.7976603507995605, 4.585981845855713, 8.986504554748535, 12.283092498779297, 5.603243350982666, 0, 
811, 729861695, 0.609146, 0.4365663, 0.28188735, -0.5990749, -8.271971702575684, 1.8433418273925781, 4.352096080780029, 7.299971580505371, 12.503656387329102, 4.96256685256958, 0, 
812, 729878362, 0.6084211, 0.4382322, 0.28303906, -0.5980514, -8.426976203918457, 1.7483998537063599, 4.14287805557251, 3.438072443008423, 15.422893524169922, 1.5632853507995605, 0, 
813, 729895029, 0.60736877, 0.4397501, 0.2848692, -0.5971372, -8.475922584533691, 1.833337664604187, 4.270395278930664, 1.2294747829437256, 17.96034812927246, -2.5723307132720947, 0, 
814, 729911696, 0.606084, 0.4414739, 0.28681028, -0.5962405, -8.63493537902832, 1.94451105594635, 4.518613338470459, 2.3697798252105713, 19.670528411865234, -3.5317721366882324, 0, 
815, 729928363, 0.6046737, 0.4434961, 0.28848633, -0.59536266, -8.568981170654297, 1.979409098625183, 4.510033130645752, 5.118923187255859, 19.98040771484375, -2.733436346054077, 0, 
816, 729945030, 0.6033699, 0.44545016, 0.28977135, -0.59460205, -8.45932388305664, 1.924715518951416, 4.229791641235352, 6.343531131744385, 17.506635665893555, -1.7268424034118652, 0, 
817, 729961697, 0.6021343, 0.44706455, 0.29122883, -0.5939306, -8.449682235717773, 1.7314420938491821, 3.899589776992798, 4.198143005371094, 16.42488670349121, -3.0231525897979736, 0, 
818, 729978364, 0.6012388, 0.44830984, 0.29263252, -0.5932088, -8.268071174621582, 1.9081348180770874, 3.8774232864379883, 1.7437779903411865, 14.169109344482422, -1.9986693859100342, 0, 
819, 729995031, 0.6004726, 0.4495079, 0.29385984, -0.59247094, -8.485763549804688, 1.891619086265564, 4.052330017089844, 1.8360090255737305, 13.036218643188477, -0.9560907483100891, 0, 
820, 730011698, 0.5996749, 0.4511352, 0.29474112, -0.59160364, -8.650221824645996, 1.995294451713562, 4.367554664611816, 4.854608535766602, 13.819957733154297, 1.385622501373291, 0, 
821, 730028365, 0.5986688, 0.4532265, 0.29593953, -0.59042466, -8.860668182373047, 1.7290486097335815, 4.109847545623779, 5.491754055023193, 18.403324127197266, 1.7785863876342773, 0, 
822, 730045032, 0.5972653, 0.45559174, 0.29817593, -0.58889854, -8.823774337768555, 1.6960896253585815, 3.9525668621063232, 2.938474655151367, 25.678070068359375, -1.0810952186584473, 0, 
823, 730061699, 0.5954342, 0.45800814, 0.3015468, -0.5871594, -8.861974716186523, 1.7184282541275024, 3.7960855960845947, -0.5424597859382629, 32.088096618652344, -5.387247562408447, 0, 
824, 730078366, 0.5933022, 0.4604484, 0.30559945, -0.58531106, -8.767974853515625, 1.8637760877609253, 3.8989763259887695, -2.4758570194244385, 35.943023681640625, -8.251483917236328, 0, 
825, 730095033, 0.5914226, 0.4627735, 0.30944002, -0.58335835, -8.554426193237305, 1.9891126155853271, 3.7086215019226074, -3.1106183528900146, 34.41433334350586, -6.3805670738220215, 0, 
826, 730111700, 0.59040034, 0.46407717, 0.3115751, -0.5822206, -8.475351333618164, 2.026195526123047, 3.469621419906616, -1.4172230958938599, 18.966022491455078, -3.0028562545776367, 0, 
827, 730128367, 0.58977336, 0.464865, 0.3128665, -0.5815346, -8.714820861816406, 1.832112431526184, 3.4702677726745605, -0.42766186594963074, 11.188375473022461, -1.668546438217163, 0, 
828, 730145034, 0.58879226, 0.46597064, 0.31424546, -0.5809001, -8.890027046203613, 1.9455294609069824, 3.8358733654022217, 1.7537410259246826, 13.409921646118164, -2.888211488723755, 0, 
829, 730161701, 0.5879807, 0.46722028, 0.31494915, -0.58033705, -8.849611282348633, 1.9448808431625366, 3.784646511077881, 4.644301414489746, 10.657205581665039, -0.026067335158586502, 0, 
