sep=															
DeviceTag:	Xsens_5														
FirmwareVersion:	2.2.1														
AppVersion:	2023.0.0														
StartTime:	2023-07-17 14:57:19.000 +0200														
© Movella Technologies B. V. 2005-2023															
PacketCounter	SampleTimeFine	Quat_W	Quat_X	Quat_Y	Quat_Z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Status
0	1113885764	2.94E-17	1.85E-16	-0.707106781	-0.707106781	0	0	0	0	0	0	0.728515625	0.5625	-0.986816406	0
1	1113902431	0.00178348	0.001486521	-0.70540182	-0.708803839	-7.830868976	3.314184573	5.717472925	6.624906277	-3.743267764	5.402249798	0.724757696	0.568885759	-0.983183156	0
2	1113919098	0.003125285	0.004601048	-0.703712704	-0.710462872	-7.756308118	3.223099242	5.511436462	10.46608265	-1.601549194	7.016070301	0.719766586	0.572441486	-0.978950967	0
3	1113935765	0.004465019	0.007204245	-0.702206779	-0.71192261	-7.607740787	3.032493296	5.05991307	10.13289523	-0.862515487	7.072368284	0.722276218	0.577752807	-0.980150131	0
4	1113952432	0.005794028	0.00830289	-0.701302858	-0.71279155	-7.517289343	2.813095812	5.057387352	5.326581036	-1.520530175	3.93858212	0.715369115	0.580387948	-0.978742191	0
5	1113969099	0.006357545	0.008493697	-0.701701287	-0.712392267	-7.641047475	2.873986021	5.210796972	-5.353603273	-2.177860985	1.275993329	0.714350033	0.57513337	-0.978128223	0
6	1113985766	0.006771005	0.008427534	-0.702471594	-0.711629672	-7.655678906	3.127851174	5.497545642	-8.124744244	-1.059710979	1.822884964	0.712797389	0.579925045	-0.979026503	0
7	1114002433	0.007293166	0.008573649	-0.702958089	-0.711142199	-7.711829369	3.25720452	5.530905544	-5.125581599	0.90552975	2.348007366	0.713492221	0.577553659	-0.978500127	0
8	1114019100	0.008001051	0.008680467	-0.703175444	-0.710918369	-7.734940043	3.217684527	5.343368501	-2.945856141	3.200008497	1.987908881	0.712413541	0.581193257	-0.980157121	0
9	1114035767	0.008754186	0.00837263	-0.703429242	-0.710662061	-7.755934489	3.152014726	5.181709582	-3.739126818	5.029983312	-0.018527109	0.710191525	0.576975039	-0.978755913	0
10	1114052434	0.009502567	0.00770592	-0.703956646	-0.710137565	-7.861585142	3.104033398	5.03090927	-7.009099089	5.926351104	-1.265509714	0.707583827	0.579955803	-0.980016754	0
11	1114069101	0.010359924	0.006819322	-0.704581662	-0.709514517	-7.805698111	3.18607175	5.239417727	-8.319559042	6.32096077	-1.1746214	0.705233313	0.57718613	-0.981081102	0
12	1114085768	0.011336975	0.00596567	-0.705424767	-0.708669022	-7.805119048	3.19669401	5.532189744	-10.8815666	6.861141946	-0.069557554	0.70515144	0.581587143	-0.981824063	0
13	1114102435	0.012862143	0.005545657	-0.706283104	-0.707790921	-7.468995951	3.314825076	5.636453594	-10.58745329	8.05292181	4.593242796	0.702347297	0.580264239	-0.980058593	0
14	1114119102	0.014461113	0.005566032	-0.70728236	-0.706761317	-6.99409684	3.515790677	5.598699523	-11.94646772	7.491465907	6.691534577	0.699359042	0.578573527	-0.98327363	0
15	1114135769	0.015745117	0.006054215	-0.708629056	-0.705379542	-6.776844291	3.676070112	5.566884381	-15.87946056	5.141098209	6.761769206	0.697862785	0.577079729	-0.981871894	0
16	1114152436	0.016629718	0.00682434	-0.710278675	-0.703691043	-6.608328978	3.962333378	5.694944992	-19.14347162	2.910449488	5.236660126	0.695866303	0.576301943	-0.982951552	0
17	1114169103	0.01694	0.007822989	-0.71196833	-0.701963627	-6.682902043	4.001109216	5.864845655	-20.00644843	0.15372997	2.525940947	0.697580832	0.573024325	-0.97988094	0
18	1114185770	0.016994996	0.009111904	-0.714027194	-0.699852349	-6.975734311	4.187102206	6.115783596	-23.54739272	-1.763958538	1.76634052	0.699322413	0.572557404	-0.983742693	0
19	1114202437	0.01692949	0.010610975	-0.715579904	-0.698245087	-6.978210618	4.355160969	6.308412885	-18.89659562	-2.539308516	1.700269339	0.697956501	0.575991088	-0.981878707	0
20	1114219104	0.017025789	0.012042222	-0.716199841	-0.697583611	-7.182958652	4.169939196	6.080748052	-9.708954222	-0.665733271	1.40954316	0.697395032	0.573985758	-0.983226238	0
21	1114235771	0.017201294	0.013419911	-0.716907178	-0.696827181	-7.43033064	3.866105901	5.470678472	-10.81276507	0.127571887	1.504101198	0.700588281	0.577134364	-0.981600478	0
22	1114252438	0.017236278	0.014856243	-0.717975476	-0.695696355	-7.6606276	3.860159129	5.513806378	-13.99553375	-1.685695061	1.1163836	0.700376222	0.575599929	-0.980970097	0
23	1114269105	0.01727222	0.016609901	-0.71853907	-0.695073656	-7.82562732	3.878507231	6.02125141	-9.018145124	-3.668636668	3.004749807	0.701574896	0.579762855	-0.979600013	0
24	1114285772	0.017487266	0.018784474	-0.717948294	-0.695623164	-7.909821934	3.720018815	6.083827602	2.745748131	-4.840865445	6.066741079	0.70179966	0.577358196	-0.978985803	0
25	1114302439	0.018243059	0.021543043	-0.716982181	-0.696519663	-8.017470633	3.515269589	5.543830088	6.446699409	-5.062626816	11.95407141	0.701180114	0.58078105	-0.976434867	0
26	1114319106	0.019967703	0.024426313	-0.71576047	-0.697632852	-7.786419247	3.180157466	5.012303419	8.939883712	-1.427918704	17.56537675	0.699628939	0.58295238	-0.976741888	0
27	1114335773	0.021820114	0.027057343	-0.715058701	-0.698199711	-7.621612805	3.313178052	5.47732638	3.775917186	-0.3791408	17.50088072	0.697559222	0.585793124	-0.974437527	0
28	1114352440	0.023665457	0.030176442	-0.713670695	-0.699430816	-7.630586657	3.760273998	6.031619111	10.70549251	-2.828798832	20.16651235	0.695395167	0.585293464	-0.972164551	0
29	1114369107	0.025362142	0.033581563	-0.710386708	-0.702552323	-7.480260814	3.842836247	6.58267092	29.27282303	-4.183827069	21.05027836	0.697519963	0.589937209	-0.970358941	0
30	1114385774	0.02721281	0.036827629	-0.70464694	-0.708079006	-7.355907442	3.629704841	6.322392878	53.27281711	-1.485004561	20.99013892	0.694961506	0.596538528	-0.965825489	0
31	1114402441	0.028811172	0.039510094	-0.698094552	-0.714333861	-7.309326279	3.22757482	5.440373225	61.06551403	0.4638609	17.05416926	0.691677446	0.601427409	-0.961063272	0
32	1114419108	0.029570206	0.041270776	-0.69251687	-0.719612889	-7.366615692	3.305271837	5.488886657	51.95703177	0.220903788	8.518577301	0.696535345	0.604837058	-0.957741012	0
33	1114435775	0.030059263	0.043083649	-0.685207015	-0.726451365	-7.735613183	2.829162328	5.585666004	68.42086458	-0.801752038	7.598456172	0.692110476	0.61353029	-0.950929456	0
34	1114452442	0.030330146	0.044789702	-0.677776442	-0.733275569	-7.776118451	2.023466249	5.28878665	69.46498494	-1.586816634	6.230071091	0.693738702	0.620333171	-0.946013972	0
35	1114469109	0.030170472	0.045877504	-0.671492123	-0.73897451	-7.82158755	2.134726027	5.008113854	59.09361722	-1.481810711	1.407854329	0.692079	0.626419886	-0.940909094	0
36	1114485776	0.029403705	0.046293939	-0.666087606	-0.743854552	-8.173482446	2.263625649	4.833070824	51.05992598	-1.638384892	-4.363668032	0.693417575	0.631909191	-0.937080345	0
37	1114502443	0.02850296	0.046123387	-0.660783783	-0.748615393	-8.63670442	2.44736067	4.850062844	50.18010885	0.233556932	-7.396596517	0.693584034	0.63842099	-0.934974603	0
38	1114519110	0.027806964	0.045280109	-0.655362737	-0.753442876	-8.590850932	2.339606656	4.909276382	50.99187106	4.222860915	-9.006957658	0.693390693	0.636782253	-0.930799814	0
39	1114535777	0.027281341	0.043822225	-0.649861873	-0.75829736	-8.531568814	2.164484191	4.666910996	51.51397839	7.811277027	-10.55782092	0.6931205	0.642501204	-0.926633353	0
40	1114552444	0.026785461	0.041833344	-0.644170467	-0.763267266	-8.528944357	2.020718584	4.256874215	52.99954435	10.41799848	-12.38527772	0.69264197	0.6485324	-0.921999584	0
41	1114569111	0.02622851	0.039113462	-0.638370121	-0.768287571	-8.341681828	1.963150545	4.037648913	53.73927447	13.60054212	-15.57644196	0.690539952	0.652954825	-0.919662186	0
42	1114585778	0.025354905	0.035780385	-0.632724578	-0.773134206	-8.285961607	1.864752388	3.678210323	52.17280215	14.99156565	-19.64342931	0.690198602	0.655329119	-0.913435903	0
43	1114602445	0.024129466	0.031813717	-0.627735613	-0.777401863	-8.215826904	1.774677548	3.476224103	46.12953291	16.17395215	-24.02124228	0.690705058	0.660195422	-0.911408949	0
44	1114619112	0.022496771	0.026937855	-0.623697178	-0.780877761	-8.258764637	1.889785001	3.483097723	37.58742339	18.55240647	-29.92839835	0.690608565	0.660902672	-0.903466057	0
45	1114635779	0.020079609	0.020874824	-0.620826143	-0.783413015	-8.442415327	2.051379304	3.625456073	25.75139733	21.44710864	-38.0225257	0.692818607	0.666807725	-0.90253671	0
46	1114652446	0.017505936	0.013633677	-0.61926826	-0.784865904	-8.771401144	2.352029044	4.114838816	15.32007756	25.91332602	-44.74136165	0.694924186	0.667829667	-0.9005483	0
47	1114669113	0.014827981	0.005147495	-0.617853364	-0.786136664	-8.952676894	2.543400372	4.401508698	13.61923841	31.91948944	-50.45718083	0.696509572	0.673205812	-0.899181332	0
48	1114685780	0.012129799	-0.004344303	-0.616221029	-0.787467865	-8.970583266	2.535295565	4.385778143	14.86222007	37.13697492	-54.681971	0.697055414	0.671577341	-0.896141618	0
49	1114702447	0.009377232	-0.014581117	-0.614471805	-0.788748287	-8.884102992	2.509329617	4.263913984	15.24116818	40.76468951	-58.06424556	0.699621134	0.676149707	-0.896169882	0
50	1114719114	0.00667474	-0.025190052	-0.612657015	-0.789919167	-8.716791795	2.424389625	4.140398855	15.07296146	42.85588621	-59.2593304	0.701254787	0.678577288	-0.890776189	0
51	1114735781	0.003966904	-0.035913986	-0.610620566	-0.791098587	-8.607020143	2.391739099	4.135078066	16.24136929	43.33572356	-59.69754192	0.703492955	0.681669806	-0.886627836	0
52	1114752448	0.001288275	-0.046615424	-0.608319954	-0.792320753	-8.572244875	2.41579028	4.265543432	17.81260579	43.22437052	-59.40949435	0.703588077	0.683611515	-0.882644825	0
53	1114769115	0.001489908	0.057191165	0.605689452	0.793641757	-8.589539228	2.5084722	4.28613212	19.93138849	42.02430394	-59.43767566	0.706467447	0.685996082	-0.879612611	0
54	1114785782	0.004444239	0.067712545	0.602818624	0.794987401	-8.60055796	2.547748262	4.449728265	21.2380495	40.90866115	-60.21137181	0.711490008	0.690476753	-0.876886797	0
55	1114802449	0.007689649	0.077981906	0.599463378	0.796557186	-8.495671808	2.795028471	4.749425341	23.59541563	38.58045739	-60.18807998	0.711713573	0.690948905	-0.872199016	0
56	1114819116	0.011276527	0.087867151	0.595375514	0.798548809	-8.410993707	3.134804629	4.887302078	29.13105123	34.79943012	-60.86088412	0.714692145	0.695165107	-0.867186863	0
57	1114835783	0.015209096	0.097486637	0.590704979	0.800832483	-8.278085758	3.280582968	4.721353204	33.26037087	31.72524447	-62.06025847	0.71979427	0.700681209	-0.863282592	0
58	1114852450	0.019462912	0.106950468	0.585935724	0.803033075	-8.093237661	3.456966182	4.574034852	33.18121229	29.62202583	-63.35094455	0.724972718	0.706336583	-0.856738179	0
59	1114869117	0.023949281	0.11662643	0.580899809	0.805220541	-7.797563597	3.569690605	4.783656451	34.38509878	29.8411703	-65.79015542	0.73019274	0.707838444	-0.852367232	0
60	1114885784	0.029120615	0.126619783	0.575012023	0.807762709	-7.466310211	3.691237234	5.001536608	39.95255596	28.49481267	-71.59860262	0.73253184	0.711506133	-0.843913065	0
61	1114902451	0.035329865	0.136615335	0.567911974	0.810903225	-7.26208297	3.69023586	5.271205417	48.08028399	23.74402122	-78.45138365	0.741023652	0.71670145	-0.836118495	0
62	1114919118	0.042570661	0.146819519	0.559654741	0.814504966	-7.21780932	3.806478983	5.307489544	55.36373353	20.30818212	-86.13501852	0.749583358	0.720102963	-0.831726404	0
63	1114935785	0.05034806	0.157078647	0.550634921	0.818286353	-7.348905053	4.025326612	4.82487208	59.74694335	18.28737676	-90.21389194	0.758948355	0.726483214	-0.819097243	0
64	1114952452	0.058042307	0.167292064	0.541580555	0.82178766	-7.520581297	4.325743436	4.328507915	58.86881945	18.70893227	-89.85831172	0.768820647	0.730517412	-0.815044686	0
65	1114969119	0.065606724	0.177601565	0.532431114	0.825027606	-7.388351688	4.512899632	4.290709412	58.49603704	20.00732618	-89.8619513	0.779709825	0.734591181	-0.80732285	0
66	1114985786	0.073449751	0.188222645	0.523424051	0.827770882	-7.377159751	4.51219388	4.925229095	55.53615198	21.44071772	-92.81132534	0.792124733	0.741274222	-0.799689663	0
67	1115002453	0.081214274	0.198421374	0.514266588	0.830399348	-7.709046426	4.037050626	5.14696373	55.76629669	19.46904689	-91.26387437	0.799660167	0.741502417	-0.794141019	0
