sep=															
DeviceTag:	Xsens_3														
FirmwareVersion:	2.2.1														
AppVersion:	2023.0.0														
StartTime:	2023-07-17 14:57:19.000 +0200														
© Movella Technologies B. V. 2005-2023															
PacketCounter	SampleTimeFine	Quat_W	Quat_X	Quat_Y	Quat_Z	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Status
17	1114228202	0.004790574	0.000842695	0.708752792	0.705440161	-8.961948419	-0.798584522	-4.001081192	0.967961328	-3.220782457	1.837656026	0.970122073	-0.010910272	-0.470148921	0
18	1114244869	0.005170435	0.000280977	0.708705774	0.705485162	-8.939173493	-0.783298133	-4.065936465	0.23466229	-4.593842452	1.439601444	0.969528102	-0.010098051	-0.468136398	0
19	1114261536	0.005681166	-0.000313316	0.708787736	0.705398874	-8.904104217	-0.786558046	-4.104730705	-0.703113318	-5.619682972	0.992196372	0.968121718	-0.009867239	-0.473474835	0
20	1114278203	0.006297465	-0.000905814	0.709033716	0.705145879	-8.885460002	-0.775319548	-4.081004688	-1.958944714	-6.347045266	0.537809009	0.970639507	-0.009269094	-0.471314132	0
21	1114294870	0.006977551	-0.001449645	0.709370959	0.704799302	-8.766482323	-0.771807276	-4.041491986	-2.857315211	-6.590157449	-0.08589289	0.970470425	-0.013336955	-0.471569749	0
22	1114311537	0.00762446	-0.001871343	0.709617952	0.704542921	-8.705677618	-0.732250999	-4.046164564	-2.847630806	-6.053821057	-0.946140458	0.973216004	-0.009876548	-0.474003568	0
23	1114328204	0.008338292	-0.002106274	0.70991942	0.704230398	-8.735725759	-0.685624433	-4.067087874	-2.534888181	-5.531616311	-1.899417965	0.972903116	-0.010959623	-0.475144818	0
24	1114344871	0.009132938	-0.002168198	0.71022233	0.70391486	-8.891140334	-0.607329138	-4.123333218	-2.774590382	-5.21309428	-3.340853009	0.974185276	-0.014101796	-0.474172618	0
25	1114361538	0.01003158	-0.002084412	0.71066449	0.70345647	-9.079262876	-0.576935012	-4.203223523	-4.248808473	-5.090560911	-4.781233447	0.974565831	-0.013169334	-0.476969764	0
26	1114378205	0.011048406	-0.001915977	0.711348017	0.702750496	-9.246290115	-0.58068599	-4.247107713	-6.524519693	-5.291194638	-5.911717902	0.972012032	-0.011815088	-0.477099963	0
27	1114394872	0.012123315	-0.001714081	0.712226779	0.701842648	-9.363858777	-0.643578271	-4.251909608	-8.561615222	-5.42973965	-6.565213263	0.974086973	-0.014103968	-0.47780534	0
28	1114411539	0.013154902	-0.001555974	0.713277458	0.700756588	-9.39805413	-0.730429344	-4.238865514	-10.23380638	-5.39716937	-6.22088875	0.976943726	-0.0150977	-0.479728956	0
29	1114428206	0.014055545	-0.001394819	0.714474593	0.6995188	-9.374948436	-0.823402844	-4.157953291	-11.69501736	-4.694430343	-5.630756416	0.976224211	-0.015267071	-0.47777607	0
30	1114444873	0.014669577	-0.001241302	0.715767746	0.698183212	-9.3913678	-0.907190803	-4.094665416	-12.9712417	-3.27251281	-4.316126962	0.97394359	-0.015227238	-0.480160266	0
31	1114461540	0.014928308	-0.001024798	0.717089147	0.696820816	-9.439981986	-1.015258207	-4.047056743	-12.92850055	-1.096603832	-2.700877239	0.97651537	-0.014199812	-0.482554149	0
32	1114478207	0.014812008	-0.000697761	0.718381299	0.695491501	-9.511645913	-1.079872775	-4.045371305	-12.62693026	1.391715144	-1.318908939	0.979063129	-0.016800048	-0.480864092	0
33	1114494874	0.014325298	-0.000265041	0.719766001	0.694068887	-9.506391587	-1.146163777	-4.134500967	-13.9280879	3.811646443	-0.116183292	0.975105327	-0.015528347	-0.484243407	0
34	1114511541	0.013569692	0.000244837	0.721454185	0.692329157	-9.500023405	-1.169691817	-4.209120377	-16.86256029	5.606459628	0.933118824	0.976834539	-0.016245702	-0.48108012	0
35	1114528208	0.012647742	0.000866527	0.723401313	0.690311396	-9.474248086	-1.139393894	-4.150245969	-19.60862264	6.998985341	1.216301744	0.978143085	-0.018508153	-0.479718897	0
36	1114544875	0.011601589	0.001598111	0.72547318	0.688150793	-9.468360858	-1.1555241	-4.107149842	-20.99105547	8.178598755	1.311107804	0.974951799	-0.021258142	-0.482138433	0
37	1114561542	0.010530684	0.002384955	0.727535556	0.685985008	-9.378618687	-1.192985257	-4.07384635	-21.3575942	8.573615715	1.077529347	0.97736725	-0.019092211	-0.481442377	0
38	1114578209	0.00943973	0.003258754	0.729698168	0.683696465	-8.981275301	-1.254405668	-4.034699561	-22.24000962	9.150890873	0.913190436	0.973783045	-0.022306657	-0.482860811	0
39	1114594876	0.008237474	0.00415001	0.731900882	0.681348677	-8.604576119	-1.299036142	-3.886923195	-23.13481681	9.755517533	1.284552035	0.974790268	-0.022174938	-0.481693659	0
40	1114611543	0.007089765	0.005098295	0.734031526	0.679059247	-8.358735347	-1.256743144	-3.713905638	-22.50710755	9.736408865	0.866575232	0.975055483	-0.024012507	-0.483590757	0
41	1114628210	0.006163208	0.006069783	0.736215555	0.676691827	-8.311884089	-1.264919549	-3.787161755	-23.28676017	8.73627996	-0.23712153	0.971055682	-0.026071163	-0.480802657	0
42	1114644877	0.005622655	0.007016242	0.738782421	0.673884035	-8.496952983	-1.265874341	-4.058953365	-27.46105608	6.678105685	-1.87711596	0.973222784	-0.027954893	-0.482409191	0
43	1114661544	0.005725396	0.007880719	0.742287107	0.670011168	-8.833389628	-1.240366098	-4.374341546	-37.32388927	3.056861493	-4.393313522	0.974941159	-0.029377883	-0.481964095	0
44	1114678211	0.00656766	0.008548844	0.747084005	0.664642214	-9.115216114	-1.330351886	-4.490902322	-51.29878637	-1.607018335	-6.881975668	0.975305363	-0.034353457	-0.480508728	0
45	1114694878	0.008077361	0.008935467	0.753173532	0.657711597	-9.068065421	-1.494648895	-4.534912235	-65.42029672	-6.258569393	-8.481693679	0.975560964	-0.041307867	-0.480339955	0
46	1114711545	0.010108016	0.009163613	0.760040851	0.649732069	-8.799570466	-1.559694977	-4.20491128	-74.53433113	-9.654158991	-9.986286534	0.979871975	-0.042312057	-0.476806575	0
47	1114728212	0.012585619	0.009169278	0.766935361	0.641535408	-8.45959702	-1.599616133	-3.792587084	-75.99483426	-13.00598116	-10.79847709	0.983765959	-0.049845612	-0.476623536	0
48	1114744879	0.015356812	0.009208524	0.773033365	0.634112599	-8.21484162	-1.594296386	-3.66145625	-68.43235471	-14.48976231	-12.14892172	0.984672936	-0.050701177	-0.478302265	0
49	1114761546	0.018222746	0.009278282	0.778175257	0.627714197	-8.117231073	-1.489909287	-3.707774211	-58.96566781	-15.00187692	-12.63376322	0.989973301	-0.05342278	-0.477760026	0
50	1114778213	0.021344808	0.009431143	0.78292175	0.621682384	-8.163873005	-1.450717499	-3.956477474	-53.5355231	-15.91315689	-13.32212981	0.993689323	-0.062692032	-0.476277294	0
