Nom,Distance
Epaule_Coude (Radius),0.128737769498465
Epaule_Coude (Cubitus),0.115659784046314
Coude_Poignet (Radius),0.142429530400686
Coude_Poignet (Cubitus),0.160282136745053
Epaule_Poignet,0.27070970584122
Epaule_gauche_droite,0.429096
Hanche_Genou,0.192766034276929
Genou_Cheville,0.479416499273717
Hanche_Cheville,0.671233953567333
Hanche_gauche_droite,0.1558476
