Nom,Distance
Epaule_Coude (Radius),0.299802519057129
Epaule_Coude (Cubitus),0.286735172746561
Coude_Poignet (Radius),0.236397116289518
Coude_Poignet (Cubitus),0.25247149528016
Epaule_Poignet,0.535972050246093
Epaule_gauche_droite,0.429096
Hanche_Genou,0.389364552810363
Genou_Cheville,0.479416499273717
Hanche_Cheville,0.867343208043963
Hanche_gauche_droite,0.1558476
