NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,175046606,NaN,NaN,NaN,NaN,0,0,0,0,0,0,-1.0302734375,-0.33056640625,0.384521484375,0,NaN
1,175063273,NaN,NaN,NaN,NaN,9.63828277587891,1.65404009819031,1.41973793506622,0.616952300071716,-0.323129832744598,4.39426183700562,-1.0302734375,-0.333740234375,0.385986328125,0,NaN
2,175079940,NaN,NaN,NaN,NaN,9.59763336181641,1.7949253320694,1.44506049156189,0.204728737473488,-1.57455360889435,3.73967885971069,-1.032470703125,-0.328369140625,0.383544921875,0,NaN
3,175096607,NaN,NaN,NaN,NaN,9.61105728149414,1.78229331970215,1.35633790493011,-0.0902207419276237,-2.32637596130371,2.69900894165039,-1.02978515625,-0.3310546875,0.38916015625,0,NaN
4,175113274,NaN,NaN,NaN,NaN,9.61726856231689,1.73127639293671,1.25640344619751,0.460330694913864,-2.34274244308472,1.6875376701355,-1.030029296875,-0.32763671875,0.388427734375,0,NaN
5,175129941,NaN,NaN,NaN,NaN,9.62719821929932,1.73339176177979,1.26039457321167,2.92826771736145,-2.66100573539734,1.11351847648621,-1.029052734375,-0.329833984375,0.388916015625,0,NaN
6,175146608,NaN,NaN,NaN,NaN,9.64869499206543,1.79182720184326,1.36187207698822,5.16003131866455,-2.99756979942322,0.785624802112579,-1.028564453125,-0.3330078125,0.391357421875,0,NaN
7,175163275,NaN,NaN,NaN,NaN,9.68875217437744,1.70408844947815,1.32763910293579,5.72790241241455,-3.27120304107666,0.335353493690491,-1.029052734375,-0.33056640625,0.391357421875,0,NaN
8,175179942,NaN,NaN,NaN,NaN,9.75377464294434,1.66009795665741,1.3009124994278,5.14599370956421,-3.3561851978302,0.0850277617573738,-1.030029296875,-0.3271484375,0.390869140625,0,NaN
9,175196609,NaN,NaN,NaN,NaN,9.76693248748779,1.71655595302582,1.34599828720093,4.19681406021118,-3.66618943214417,0.288200527429581,-1.031005859375,-0.328857421875,0.395751953125,0,NaN
10,175213276,NaN,NaN,NaN,NaN,9.76581573486328,1.72044515609741,1.33407378196716,3.00524711608887,-3.43619990348816,0.560348272323608,-1.023193359375,-0.3291015625,0.397216796875,0,NaN
11,175229943,NaN,NaN,NaN,NaN,9.71682453155518,1.75460386276245,1.38902044296265,0.687182426452637,-3.03044366836548,0.458934783935547,-1.02880859375,-0.328369140625,0.397705078125,0,NaN
12,175246610,NaN,NaN,NaN,NaN,9.69666194915771,1.81232261657715,1.38008904457092,-2.31193065643311,-2.72033762931824,0.0598760955035686,-1.025634765625,-0.32958984375,0.399658203125,0,NaN
13,175263277,NaN,NaN,NaN,NaN,9.68344116210938,1.8280565738678,1.30443751811981,-5.20792007446289,-2.3346745967865,-0.226352259516716,-1.025634765625,-0.328857421875,0.39990234375,0,NaN
14,175279944,NaN,NaN,NaN,NaN,9.74850559234619,1.74628531932831,1.21378946304321,-5.73321104049683,-2.22095394134521,-0.503827393054962,-1.0283203125,-0.3330078125,0.403076171875,0,NaN
15,175296611,NaN,NaN,NaN,NaN,9.78748416900635,1.58138370513916,1.17627465724945,-4.31087398529053,-1.75397086143494,-0.362637460231781,-1.027099609375,-0.332763671875,0.401611328125,0,NaN
16,175313278,NaN,NaN,NaN,NaN,9.76759719848633,1.53903079032898,1.1920313835144,-1.92994248867035,-1.1703850030899,-0.0733291581273079,-1.0302734375,-0.334716796875,0.40087890625,0,NaN
17,175329945,NaN,NaN,NaN,NaN,9.74707126617432,1.65529835224152,1.19153809547424,1.14028382301331,-1.24731302261353,0.131143435835838,-1.027587890625,-0.3349609375,0.400390625,0,NaN
18,175346612,NaN,NaN,NaN,NaN,9.74646377563477,1.67196547985077,1.23357403278351,2.85580968856812,-1.33061814308167,0.357201099395752,-1.02392578125,-0.336181640625,0.4052734375,0,NaN
